Unnamed: 0,cve,owner,repo,patch
873,CVE-2019-15211,torvalds,linux,c666355e60ddb4748ead3bdd983e3f7f2224aaf0
875,CVE-2019-19532,torvalds,linux,d9d4b1e46d9543a82c23f6df03f4ad697dab361b
876,CVE-2019-19535,torvalds,linux,30a8beeb3042f49d0537b7050fd21b490166a3d9
877,CVE-2020-10720,torvalds,linux,a4270d6795b0580287453ea55974d948393e66ef
878,CVE-2020-10766,torvalds,linux,dbbe2ad02e9df26e372f38cc3e70dab9222c832e
879,CVE-2020-10781,torvalds,linux,853eab68afc80f59f36bbdeb715e5c88c501e680
880,CVE-2020-25643,torvalds,linux,66d42ed8b25b64eb63111a2b8582c5afc8bf1105
881,CVE-2020-29369,torvalds,linux,246c320a8cfe0b11d81a4af38fa9985ef0cc9a4c
882,CVE-2020-29370,torvalds,linux,fd4d9c7d0c71866ec0c2825189ebd2ce35bd95b8
883,CVE-2020-29371,torvalds,linux,bcf85fcedfdd17911982a3e3564fcfec7b01eebd
884,CVE-2021-3348,torvalds,linux,b98e762e3d71e893b221f871825dc64694cfb258
885,CVE-2014-0126,moodle,moodle,caf766507771e07c1752ece1f37a32b2b4f6d8b9
886,CVE-2014-0213,moodle,moodle,0cd720fe512d48c2af81fc054c042c9c63e8a234
887,CVE-2014-2572,moodle,moodle,695a18b6aa9661f812a1a745a888df5acdbd7bc6
888,CVE-2014-3543,moodle,moodle,595ef4772d330a20c757635ab090acdcc9b2a2fa
889,CVE-2014-3546,moodle,moodle,9dbf62d23017a91fcbf63bba7f2eb4835f77b8c9
890,CVE-2014-3548,moodle,moodle,cd6e149c86b282b8926155451802799af1402418
891,CVE-2014-7835,moodle,moodle,76ae1f6068f63149acc2d8c362af94067f4a227d
892,CVE-2015-2270,moodle,moodle,1edd3d6fbfcc7ac757579a7953f03e3401c0c32d
893,CVE-2015-2272,moodle,moodle,bd3b68c8a7a08b4fef407f68cef14b30dd88336e
894,CVE-2015-3275,moodle,moodle,476e97f280f5fa146f3ab676dd6f07de481ad9e8
895,CVE-2015-5264,moodle,moodle,cd3a6a78b67abf5c9eb355ddc7899b1b2a9b20ac
896,CVE-2015-5338,moodle,moodle,541c5b8552e0162010d0259c90a04eb63e875958
897,CVE-2016-0724,moodle,moodle,4323a973d57a41e19e039a850ad71ebcabae73c1
898,CVE-2016-2156,moodle,moodle,39b851376337b853c8d403dcba64645d16f0a9bd
899,CVE-2019-3849,moodle,moodle,898d5d05a0c3ae6795db0241bf3cb5951213d45c
907,CVE-2011-4718,php,php-src,169b78eb79b0e080b67f9798708eb3771c6d0b2f
908,CVE-2012-2143,php,php-src,aab49e934de1fff046e659cbec46e3d053b41c34
910,CVE-2013-1643,php,php-src,8e76d0404b7f664ee6719fd98f0483f0ac4669d6
911,CVE-2013-4113,php,php-src,7d163e8a0880ae8af2dd869071393e5dc07ef271
912,CVE-2014-3981,php,php-src,91bcadd85e20e50d3f8c2e9721327681640e6f16
913,CVE-2015-0273,php,php-src,7b1898183032eeabc64a086ff040af991cebcd93
914,CVE-2015-3330,php,php-src,809610f5ea38a83b284e1125d1fff129bdd615e7
915,CVE-2015-4116,php,php-src,1cbd25ca15383394ffa9ee8601c5de4c0f2f90e1
916,CVE-2015-4644,php,php-src,2cc4e69cc6d8dbc4b3568ad3dd583324a7c11d64
917,CVE-2016-6295,php,php-src,cab1c3b3708eead315e033359d07049b23b147a3
918,CVE-2016-6296,php,php-src,e6c48213c22ed50b2b987b479fcc1ac709394caa
919,CVE-2016-6297,php,php-src,81406c0c1d45f75fcc7972ed974d2597abb0b9e9
920,CVE-2016-9933,php,php-src,863d37ea66d5c960db08d6f4a2cbd2518f0f80d1
921,CVE-2011-2718,phpmyadmin,phpmyadmin,3ae58f0cd6b89ad4767920f9b214c38d3f6d4393
922,CVE-2011-3591,phpmyadmin,phpmyadmin,bda213c58aec44925be661acb0e76c19483ea170
923,CVE-2014-4349,phpmyadmin,phpmyadmin,d4f754c937f9e2c0beadff5b2e38215dde1d6a79
924,CVE-2015-6830,phpmyadmin,phpmyadmin,785f4e2711848eb8945894199d5870253a88584e
925,CVE-2016-2041,phpmyadmin,phpmyadmin,ec0e88e37ef30a66eada1c072953f4ec385a3e49
926,CVE-2016-5732,phpmyadmin,phpmyadmin,0815af37f483f329f0c0565d68821fea9c47b5f5
927,CVE-2016-5734,phpmyadmin,phpmyadmin,1cc7466db3a05e95fe57a6702f41773e6829d54b
928,CVE-2018-15605,phpmyadmin,phpmyadmin,00d90b3ae415b31338f76263359467a9fbebd0a1
929,CVE-2018-7260,phpmyadmin,phpmyadmin,d2886a3e8745e8845633ae8a0054b5ee4d8babd5
930,CVE-2019-19617,phpmyadmin,phpmyadmin,1119de642b136d20e810bb20f545069a01dd7cc9
931,CVE-2020-26935,phpmyadmin,phpmyadmin,d09ab9bc9d634ad08b866d42bb8c4109869d38d2
932,CVE-2013-4542,qemu,qemu,3c3ce981423e0d6c18af82ee62f1850c2cda5976
933,CVE-2014-0145,qemu,qemu,c05e4667be91b46ab42b5a11babf8e84d476cc6b
934,CVE-2016-10029,qemu,qemu,2fe760554eb3769d70f608a158474f728ba45ba6
935,CVE-2016-10155,qemu,qemu,eb7a20a3616085d46aa6b4b4224e15587ec67e6e
936,CVE-2016-2841,qemu,qemu,415ab35a441eca767d033a2702223e785b9d5190
937,CVE-2016-6834,qemu,qemu,ead315e43ea0c2ca3491209c6c8db8ce3f2bbe05
938,CVE-2016-7466,qemu,qemu,b53dd4495ced2432a0b652ea895e651d07336f7e
939,CVE-2016-9922,qemu,qemu,4299b90e9ba9ce5ca9024572804ba751aa1a7e70
940,CVE-2017-18030,qemu,qemu,f153b563f8cf121aebf5a2fff5f0110faf58ccb3
941,CVE-2017-5856,qemu,qemu,765a707000e838c30b18d712fe6cb3dd8e0435f3
942,CVE-2017-5898,qemu,qemu,c7dfbf322595ded4e70b626bf83158a9f3807c6a
943,CVE-2017-7539,qemu,qemu,2b0bbc4f8809c972bad134bc1a2570dbb01dea0b
944,CVE-2017-9060,qemu,qemu,dd248ed7e204ee8a1873914e02b8b526e8f1b80d
945,CVE-2020-14415,qemu,qemu,7a4ede0047a8613b0e3b72c9d351038f013dd357
946,CVE-2020-15863,qemu,qemu,5519724a13664b43e225ca05351c60b4468e4555
947,CVE-2014-5163,wireshark,wireshark,3fc441e7a5008640c68ec985e669d5092414a519
948,CVE-2015-8739,wireshark,wireshark,96bf82ced0b58c7a4c2a6c300efeebe4f05c0ff4
949,CVE-2016-2523,wireshark,wireshark,260afe11feb796d1fde992d8f8c133ebd950b573
950,CVE-2016-5356,wireshark,wireshark,a66628e425db725df1ac52a3c573a03357060ddd
951,CVE-2016-7180,wireshark,wireshark,5213496250aceff086404c568e3718ebc0060934
952,CVE-2016-9372,wireshark,wireshark,e8022a9c7b36b96578a30fc8132def6de8928606
953,CVE-2016-9373,wireshark,wireshark,929ad3805fa31431c39de629e9b09e77e8152709
954,CVE-2017-11411,wireshark,wireshark,66c50585e5c10764d0b8a850fd49fa7012346560
955,CVE-2017-17997,wireshark,wireshark,c486707b1e2e98d996b9d212fa06d0258b2caebb
956,CVE-2017-5597,wireshark,wireshark,57894f741f7cc98b46c9fdce7eee8256d2a4ae3f
957,CVE-2017-6471,wireshark,wireshark,cfe7b85b86455e1d62f4c914836ee5baf18831d4
958,CVE-2017-9352,wireshark,wireshark,afb4de370a4c54e08e9367b55ae142414efc6e8f
959,CVE-2018-11357,wireshark,wireshark,d80acae40d14efeb857258ca923637b590dd6be9
960,CVE-2018-11359,wireshark,wireshark,40dbc0ccf26152a058484368526b7bd70c8928c1
961,CVE-2018-14369,wireshark,wireshark,e281ca6f83560a24ac1d490dcca9fe49b03bbdcd
962,CVE-2018-5336,wireshark,wireshark,94479aded162aecce6289bdf26f95073bed0dc55
963,CVE-2018-7321,wireshark,wireshark,8ab3060aace7b20c2845f2f725d4f306cca61dd4
964,CVE-2018-7333,wireshark,wireshark,65aa59d28ab5f41a06dbfcf25b191f2b3547b78e
965,CVE-2018-7419,wireshark,wireshark,47726eafe572686e5b36ea2e8798096cf1a07bf9
966,CVE-2018-9268,wireshark,wireshark,4945c50d3f8269c56d9d087d16d080144de146dc
967,CVE-2018-9274,wireshark,wireshark,b94d3af3039b8bdfbd4d760fda412fdfa121b732
968,CVE-2019-10902,wireshark,wireshark,19d54ac364150cd6c76488d2c2a5b6fd081daa5a
969,CVE-2020-13164,wireshark,wireshark,fc6763989c7a7c4e4b0522b12b955e5a285d388a
970,CVE-2020-17498,wireshark,wireshark,79576219c92e252c0700cdbe729bfb0fe6c72bd9
973,CVE-2002-2443,krb5,krb5,cf1a0c411b2668c57c41e9c4efd15ba17b6b322c
974,CVE-2006-3635,torvalds,linux,4dcc29e1574d88f4465ba865ed82800032f76418
975,CVE-2007-6761,torvalds,linux,0b29669c065f60501e7289e1950fa2a618962358
976,CVE-2007-6762,torvalds,linux,2a2f11c227bdf292b3a2900ad04139d301b56ac4
977,CVE-2008-7316,torvalds,linux,124d3b7041f9a0ca7c43a6293e1cae4576c32fd5
978,CVE-2009-1194,bratsche,pango,4de30e5500eaeb49f4bf0b7a07f718e149a2ed5e
980,CVE-2009-3627,gisle,html-parser,b9aae1e43eb2c8e989510187cff0ba3e996f9a4c
982,CVE-2010-1152,memcached,memcached,d9cd01ede97f4145af9781d448c62a3318952719
983,CVE-2010-1155,ensc,irssi-proxy,85bbc05b21678e80423815d2ef1dfe26208491ab
984,CVE-2010-2060,kr,beanstalkd,2e8e8c6387ecdf5923dfc4d7718d18eba1b0873d
986,CVE-2010-3844,Ettercap,ettercap,4ef3ede30181eca9add74305ad26dbcb0c3686a0
989,CVE-2010-4648,torvalds,linux,0a54917c3fc295cb61f3fb52373c173fd3b69f48
990,CVE-2010-4650,torvalds,linux,7572777eef78ebdee1ecb7c258c0ef94d35bad16
991,CVE-2010-5313,torvalds,linux,fc3a9157d3148ab91039c75423da8ef97be3e105
992,CVE-2010-5328,torvalds,linux,f106eee10038c2ee5b6056aaf3f6d5229be6dcdd
993,CVE-2010-5329,torvalds,linux,fc0a80798576f80ca10b3f6c9c7097f12fd1d64e
994,CVE-2010-5331,torvalds,linux,0031c41be5c529f8329e327b63cde92ba1284842
995,CVE-2010-5332,torvalds,linux,0926f91083f34d047abc74f1ca4fa6a9c161f7db
996,CVE-2011-0006,torvalds,linux,867c20265459d30a01b021a9c1e81fb4c5832aa9
997,CVE-2011-0530,yoe,nbd,3ef52043861ab16352d49af89e048ba6339d6df8
998,CVE-2011-0716,torvalds,linux,6b0d6a9b4296fa16a28d10d416db7a770fc03287
1003,CVE-2011-1019,torvalds,linux,8909c9ad8ff03611c9c96c9a92656213e4bb495b
1004,CVE-2011-1021,torvalds,linux,526b4af47f44148c9d665e57723ed9f86634c6e3
1005,CVE-2011-1023,torvalds,linux,6094628bfd94323fc1cea05ec2c6affd98c18f7f
1006,CVE-2011-1078,torvalds,linux,c4c896e1471aec3b004a693c689f60be3b17ac86
1007,CVE-2011-1079,torvalds,linux,43629f8f5ea32a998d06d1bb41eefa0e821ff573
1008,CVE-2011-1080,torvalds,linux,d846f71195d57b0bbb143382647c2c6638b04c5a
1009,CVE-2011-1160,torvalds,linux,1309d7afbed112f0e8e90be9af975550caa0076b
1010,CVE-2011-1180,torvalds,linux,d370af0ef7951188daeb15bae75db7ba57c67846
1011,CVE-2011-1182,torvalds,linux,da48524eb20662618854bb3df2db01fc65f3070c
1012,CVE-2011-1476,torvalds,linux,b769f49463711205d57286e64cf535ed4daf59e9
1013,CVE-2011-1477,torvalds,linux,4d00135a680727f6c3be78f8befaac009030e4df
1014,CVE-2011-1479,torvalds,linux,d0de4dc584ec6aa3b26fffea320a8457827768fc
1015,CVE-2011-1488,rsyslog,rsyslog,1ef709cc97d54f74d3fdeb83788cc4b01f4c6a2a
1016,CVE-2011-1489,rsyslog,rsyslog,1ef709cc97d54f74d3fdeb83788cc4b01f4c6a2a
1017,CVE-2011-1490,rsyslog,rsyslog,1ef709cc97d54f74d3fdeb83788cc4b01f4c6a2a
1018,CVE-2011-1493,torvalds,linux,be20250c13f88375345ad99950190685eda51eb8
1019,CVE-2011-4913,torvalds,linux,be20250c13f88375345ad99950190685eda51eb8
1020,CVE-2011-1575,jedisct1,pure-ftpd,65c4d4ad331e94661de763e9b5304d28698999c4
1021,CVE-2011-1585,torvalds,linux,4ff67b720c02c36e54d55b88c2931879b7db1cd2
1022,CVE-2011-1759,torvalds,linux,0f22072ab50cac7983f9660d33974b45184da4f9
1023,CVE-2011-1767,torvalds,linux,c2892f02712e9516d72841d5c019ed6916329794
1024,CVE-2011-1833,torvalds,linux,764355487ea220fdc2faf128d577d7f679b91f97
1025,CVE-2011-2182,torvalds,linux,cae13fe4cc3f24820ffb990c09110626837e85d4
1026,CVE-2011-2183,torvalds,linux,2b472611a32a72f4a118c069c2d62a1a3f087afd
1027,CVE-2011-2208,torvalds,linux,21c5977a836e399fc710ff2c5367845ed5c2527f
1028,CVE-2011-2209,torvalds,linux,21c5977a836e399fc710ff2c5367845ed5c2527f
1029,CVE-2011-2211,torvalds,linux,21c5977a836e399fc710ff2c5367845ed5c2527f
1030,CVE-2011-2482,torvalds,linux,ea2bc483ff5caada7c4aa0d5fbf87d3a6590273d
1031,CVE-2011-2486,davidben,nspluginwrapper,7e4ab8e1189846041f955e6c83f72bc1624e7a98
1032,CVE-2011-2491,torvalds,linux,0b760113a3a155269a3fba93a409c640031dd68f
1033,CVE-2011-2493,torvalds,linux,0449641130f5652b344ef6fa39fa019d7e94660a
1034,CVE-2011-2494,torvalds,linux,1a51410abe7d0ee4b1d112780f46df87d3621043
1035,CVE-2011-2518,torvalds,linux,4e78c724d47e2342aa8fde61f6b8536f662f795f
1036,CVE-2011-2521,torvalds,linux,fc66c5210ec2539e800e87d7b3a985323c7be96e
1037,CVE-2011-2699,torvalds,linux,87c48fa3b4630905f98268dde838ee43626a060c
1038,CVE-2011-2707,torvalds,linux,0d0138ebe24b94065580bd2601f8bb7eb6152f56
1039,CVE-2011-2898,torvalds,linux,13fcb7bd322164c67926ffe272846d4860196dc6
1040,CVE-2011-2905,torvalds,linux,aba8d056078e47350d85b06a9cabd5afcc4b72ea
1041,CVE-2011-2906,torvalds,linux,b5b515445f4f5a905c5dd27e6e682868ccd6c09d
1042,CVE-2011-2909,torvalds,linux,819cbb120eaec7e014e5abd029260db1ca8c5735
1043,CVE-2011-2918,torvalds,linux,a8b0ca17b80e92faab46ee7179ba9e99ccb61233
1045,CVE-2011-3188,torvalds,linux,bc0b96b54a21246e377122d54569eef71cec535f
1046,CVE-2011-3191,torvalds,linux,9438fabb73eb48055b58b89fc51e0bc4db22fabd
1047,CVE-2011-3209,torvalds,linux,f8bd2258e2d520dff28c855658bd24bdafb5102d
1049,CVE-2011-3353,torvalds,linux,c2183d1e9b3f313dd8ba2b1b0197c8d9fb86a7ae
1050,CVE-2011-3602,reubenhwk,radvd,92e22ca23e52066da2258df8c76a2dca8a428bcc
1051,CVE-2011-3619,torvalds,linux,a5b2c5b2ad5853591a6cac6134cd0f599a720865
1052,CVE-2011-3638,torvalds,linux,667eff35a1f56fa74ce98a0c7c29a40adc1ba4e3
1053,CVE-2011-4080,torvalds,linux,bfdc0b497faa82a0ba2f9dddcf109231dd519fcc
1054,CVE-2011-4081,torvalds,linux,7ed47b7d142ec99ad6880bbbec51e9f12b3af74c
1055,CVE-2011-4086,torvalds,linux,15291164b22a357cb211b618adfef4fa82fc0de3
1056,CVE-2011-4087,torvalds,linux,f8e9881c2aef1e982e5abc25c046820cd0b7cf64
1058,CVE-2011-4098,torvalds,linux,64dd153c83743af81f20924c6343652d731eeecb
1059,CVE-2011-4112,torvalds,linux,550fd08c2cebad61c548def135f67aba284c6162
1060,CVE-2011-4131,torvalds,linux,bf118a342f10dafe44b14451a1392c3254629a1f
1061,CVE-2011-4324,torvalds,linux,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9
1062,CVE-2011-4326,torvalds,linux,a9cf73ea7ff78f52662c8658d93c226effbbedde
1064,CVE-2011-4594,torvalds,linux,bc909d9ddbf7778371e36a651d6e4194b1cc7d4c
1065,CVE-2011-4604,torvalds,linux,b5a1eeef04cc7859f34dec9b72ea1b28e4aba07c
1066,CVE-2011-4611,torvalds,linux,0837e3242c73566fc1c0196b4ec61779c25ffc93
1067,CVE-2011-4621,torvalds,linux,f26f9aff6aaf67e9a430d16c266f91b13a5bff64
1068,CVE-2011-4914,torvalds,linux,e0bccd315db0c2f919e7fcf9cb60db21d9986f52
1070,CVE-2011-5321,torvalds,linux,c290f8358acaeffd8e0c551ddcc24d1206143376
1071,CVE-2011-5327,torvalds,linux,12f09ccb4612734a53e47ed5302e0479c10a50f8
1072,CVE-2012-0028,torvalds,linux,8141c7f3e7aee618312fa1c15109e1219de784a7
1075,CVE-2012-0037,dajobe,raptor,a676f235309a59d4aa78eeffd2574ae5d341fcb0
1076,CVE-2012-0044,torvalds,linux,a5cd335165e31db9dbab636fd29895d41da55dd2
1077,CVE-2012-0045,torvalds,linux,c2226fc9e87ba3da060e47333657cd6616652b84
1079,CVE-2012-0207,torvalds,linux,a8c1f65c79cbbb2f7da782d4c9d15639a9b94b27
1080,CVE-2012-0879,torvalds,linux,b69f2292063d2caf37ca9aec7d63ded203701bf3
1081,CVE-2012-0957,torvalds,linux,2702b1526c7278c4d65d78de209a465d4de2885e
1082,CVE-2012-1013,krb5,krb5,c5be6209311d4a8f10fda37d0d3f876c1b33b77b
1085,CVE-2012-1097,torvalds,linux,c8e252586f8d5de906385d8cf6385fee289a825e
1086,CVE-2012-1107,taglib,taglib,77d61c6eca4d08b9b025738acf6b926cc750db23
1087,CVE-2012-1108,taglib,taglib,b3646a07348ffa276ea41a9dae03ddc63ea6c532
1088,CVE-2012-1146,torvalds,linux,371528caec553785c37f73fa3926ea0de84f986f
1089,CVE-2012-1176,pediapress,pyfribidi,d2860c655357975e7b32d84e6b45e98f0dcecd7a
1092,CVE-2012-1584,taglib,taglib,dcdf4fd954e3213c355746fa15b7480461972308
1095,CVE-2012-1909,sipa,bitcoin,a206b0ea12eb4606b93323268fc81a4f1f952531
1096,CVE-2012-2100,torvalds,linux,d50f2ab6f050311dbf7b8f5501b25f0bf64a439b
1097,CVE-2012-2119,torvalds,linux,b92946e2919134ebe2a4083e4302236295ea2a73
1098,CVE-2012-2123,torvalds,linux,d52fc5dde171f030170a6cb78034d166b13c9445
1099,CVE-2012-2127,torvalds,linux,905ad269c55fc62bee3da29f7b1d1efeba8aa1e1
1100,CVE-2012-2136,torvalds,linux,cc9b17ad29ecaa20bfe426a8d4dbfb94b13ff1cc
1101,CVE-2012-2313,torvalds,linux,1bb57e940e1958e40d51f2078f50c3a96a9b2d75
1103,CVE-2012-2375,torvalds,linux,20e0fa98b751facf9a1101edaefbc19c82616a68
1104,CVE-2012-2384,torvalds,linux,44afb3a04391a74309d16180d1e4f8386fdfa745
1105,CVE-2012-2390,torvalds,linux,c50ac050811d6485616a193eb0f37bfbd191cc89
1106,CVE-2012-2669,torvalds,linux,bcc2c9c3fff859e0eb019fe6fec26f9b8eba795c
1108,CVE-2012-2744,torvalds,linux,9e2dcf72023d1447f09c47d77c99b0c49659e5ce
1109,CVE-2012-2745,torvalds,linux,79549c6dfda0603dba9a70a53467ce62d9335c33
1110,CVE-2012-3364,torvalds,linux,67de956ff5dc1d4f321e16cfbd63f5be3b691b43
1111,CVE-2012-3375,torvalds,linux,13d518074a952d33d47c428419693f63389547e9
1112,CVE-2012-3400,torvalds,linux,adee11b2085bee90bd8f4f52123ffb07882d6256
1113,CVE-2012-3430,torvalds,linux,06b6a1cf6e776426766298d055bb3991957d90a7
1114,CVE-2012-3510,torvalds,linux,f0ec1aaf54caddd21c259aea8b2ecfbde4ee4fb9
1115,CVE-2012-3511,torvalds,linux,9ab4233dd08036fe34a89c7dc6f47a8bf2eb29eb
1117,CVE-2012-3552,torvalds,linux,f6d8bd051c391c1c0458a30b2a7abcd939329259
1118,CVE-2012-4508,torvalds,linux,dee1f973ca341c266229faa5a1a5bb268bed3531
1119,CVE-2012-4530,torvalds,linux,b66c5984017533316fd1951770302649baf1aa33
1120,CVE-2012-4565,torvalds,linux,8f363b77ee4fbf7c3bbcf5ec2c5ca482d396d664
1121,CVE-2012-5375,torvalds,linux,9c52057c698fb96f8f07e7a4bcf4801a092bda89
1122,CVE-2012-5517,torvalds,linux,08dff7b7d629807dbb1f398c68dd9cd58dd657a1
1123,CVE-2012-5532,torvalds,linux,95a69adab9acfc3981c504737a2b6578e4d846ef
1124,CVE-2012-6536,torvalds,linux,ecd7918745234e423dd87fcc0c077da557909720
1125,CVE-2012-6537,torvalds,linux,f778a636713a435d3a922c60b1622a91136560c1
1126,CVE-2012-6539,torvalds,linux,43da5f2e0d0c69ded3d51907d9552310a6b545e8
1127,CVE-2012-6540,torvalds,linux,2d8a041b7bfe1097af21441cb77d6af95f4f4680
1128,CVE-2012-6541,torvalds,linux,7b07f8eb75aa3097cdfd4f6eac3da49db787381d
1129,CVE-2012-6542,torvalds,linux,3592aaeb80290bda0f2cf0b5456c97bfc638b192
1130,CVE-2012-6543,torvalds,linux,04d4fbca1017c11381e7d82acea21dd741e748bc
1131,CVE-2012-6544,torvalds,linux,e15ca9a0ef9a86f0477530b0f44a725d67f889ee
1132,CVE-2012-6545,torvalds,linux,f9432c5ec8b1e9a09b9b0e5569e3c73db8de432a
1133,CVE-2012-6546,torvalds,linux,e862f1a9b7df4e8196ebec45ac62295138aa3fc2
1134,CVE-2012-6547,torvalds,linux,a117dacde0288f3ec60b6e5bcedae8fa37ee0dfc
1135,CVE-2012-6548,torvalds,linux,0143fc5e9f6f5aad4764801015bc8d4b4a278200
1136,CVE-2012-6549,torvalds,linux,fe685aabf7c8c9f138e5ea900954d295bf229175
1137,CVE-2012-6638,torvalds,linux,fdf5af0daf8019cec2396cdef8fb042d80fe71fa
1138,CVE-2012-6647,torvalds,linux,6f7b0a2a5c0fb03be7c25bd1745baa50582348ef
1139,CVE-2012-6657,torvalds,linux,3e10986d1d698140747fcfc2761ec9cb64c1d582
1140,CVE-2012-6689,torvalds,linux,20e1db19db5d6b9e4e83021595eab0dc8f107bef
1141,CVE-2012-6696,inspircd,inspircd,ed28c1ba666b39581adb860bf51cdde43c84cc89
1143,CVE-2012-6703,torvalds,linux,b35cc8225845112a616e3a2266d2fde5ab13d3ab
1144,CVE-2012-6704,torvalds,linux,82981930125abfd39d7c8378a9cfdf5e1be2002b
1145,CVE-2012-6712,torvalds,linux,2da424b0773cea3db47e1e81db71eeebde8269d4
1146,CVE-2013-0211,libarchive,libarchive,22531545514043e04633e1c015c7540b9de9dbe4
1147,CVE-2013-0216,torvalds,linux,48856286b64e4b66ec62b94e504d0b29c1ade664
1148,CVE-2013-0217,torvalds,linux,7d5145d8eb2b9791533ffe4dc003b129b9696c48
1150,CVE-2013-0268,torvalds,linux,c903f0456bc69176912dee6dd25c6a66ee1aed00
1152,CVE-2013-0290,torvalds,linux,77c1090f94d1b0b5186fb13a1b71b47b1343f87f
1153,CVE-2013-0311,torvalds,linux,bd97120fc3d1a11f3124c7c9ba1d91f51829eb85
1154,CVE-2013-0313,torvalds,linux,a67adb997419fb53540d4a4f79c6471c60bc69b6
1155,CVE-2013-0349,torvalds,linux,0a9ab9bdb3e891762553f667066190c1d22ad62b
1156,CVE-2013-0871,torvalds,linux,9899d11f654474d2d54ea52ceaa2a1f4db3abd68
1157,CVE-2013-0914,torvalds,linux,2ca39528c01a933f6689cd6505ce65bd6d68a530
1164,CVE-2013-1763,torvalds,linux,6e601a53566d84e1ffd25e7b6fe0b6894ffd79c0
1165,CVE-2013-1767,torvalds,linux,5f00110f7273f9ff04ac69a5f85bb535a4fd0987
1167,CVE-2013-1774,torvalds,linux,1ee0a224bc9aad1de496c795f96bc6ba2c394811
1168,CVE-2013-1792,torvalds,linux,0da9dfdd2cd9889201bc6f6f43580c99165cd087
1169,CVE-2013-1796,torvalds,linux,c300aa64ddf57d9c5d9c898a64b36877345dd4a9
1170,CVE-2013-1797,torvalds,linux,0b79459b482e85cb7426aa7da683a9f2c97aeae1
1171,CVE-2013-1798,torvalds,linux,a2c118bfab8bc6b8bb213abfc35201e441693d55
1172,CVE-2013-1826,torvalds,linux,864745d291b5ba80ea0bd0edcbe67273de368836
1173,CVE-2013-1828,torvalds,linux,726bc6b092da4c093eb74d13c07184b18c1af0f1
1174,CVE-2013-1848,torvalds,linux,8d0c2d10dd72c5292eda7a06231056a4c972e4cc
1175,CVE-2013-1858,torvalds,linux,e66eded8309ebf679d3d3c1f5820d1f2ca332c71
1176,CVE-2013-1860,torvalds,linux,c0f5ecee4e741667b2493c742b60b6218d40b3aa
1177,CVE-2013-1928,torvalds,linux,12176503366885edd542389eed3aaf94be163fdb
1178,CVE-2013-1929,torvalds,linux,715230a44310a8cf66fbfb5a46f9a62a9b2de424
1179,CVE-2013-1943,torvalds,linux,fa3d315a4ce2c0891cdde262562e710d95fba19e
1180,CVE-2013-1956,torvalds,linux,3151527ee007b73a0ebd296010f1c0454a919c7d
1181,CVE-2013-1958,torvalds,linux,92f28d973cce45ef5823209aab3138eb45d8b349
1182,CVE-2013-1959,torvalds,linux,e3211c120a85b792978bcb4be7b2886df18d27f0
1183,CVE-2013-2015,torvalds,linux,0e9a9a1ad619e7e987815d20262d36a2f95717ca
1184,CVE-2013-2016,qemu,qemu,5f5a1318653c08e435cfa52f60b6a712815b659d
1187,CVE-2013-2058,torvalds,linux,929473ea05db455ad88cdc081f2adc556b8dc48f
1188,CVE-2013-2061,OpenVPN,openvpn,11d21349a4e7e38a025849479b36ace7c2eec2ee
1189,CVE-2013-2094,torvalds,linux,8176cced706b5e5d15887584150764894e94e02f
1190,CVE-2013-2124,libguestfs,libguestfs,fa6a76050d82894365dfe32916903ef7fee3ffcd
1191,CVE-2013-2126,LibRaw,LibRaw,19ffddb0fe1a4ffdb459b797ffcf7f490d28b5a6
1192,CVE-2013-2127,LibRaw,LibRaw,2f912f5b33582961b1cdbd9fd828589f8b78f21d
1193,CVE-2013-2128,torvalds,linux,baff42ab1494528907bf4d5870359e31711746ae
1194,CVE-2013-2130,znc,znc,2bd410ee5570cea127233f1133ea22f25174eb28
1196,CVE-2013-2140,torvalds,linux,604c499cbbcc3d5fe5fb8d53306aa0fae1990109
1197,CVE-2013-2141,torvalds,linux,b9e146d8eb3b9ecae5086d373b50fa0c1f3e7f0f
1198,CVE-2013-2146,torvalds,linux,f1923820c447e986a9da0fc6bf60c1dccdf0408e
1201,CVE-2013-2206,torvalds,linux,f2815633504b442ca0b0605c16bf3d88a3a0fcea
1202,CVE-2013-2220,LawnGnome,php-radius,13c149b051f82b709e8d7cc32111e84b49d57234
1203,CVE-2013-2232,torvalds,linux,a963a37d384d71ad43b3e9e79d68d42fbe0901f3
1204,CVE-2013-2234,torvalds,linux,a5cc68f3d63306d0d288f31edfc2ae6ef8ecd887
1205,CVE-2013-2237,torvalds,linux,85dfb745ee40232876663ae206cba35f24ab2a40
1206,CVE-2013-2546,torvalds,linux,9a5467bf7b6e9e02ec9c3da4e23747c05faeaac6
1207,CVE-2013-2547,torvalds,linux,9a5467bf7b6e9e02ec9c3da4e23747c05faeaac6
1208,CVE-2013-2548,torvalds,linux,9a5467bf7b6e9e02ec9c3da4e23747c05faeaac6
1209,CVE-2013-2596,torvalds,linux,fc9bbca8f650e5f738af8806317c0a041a48ae4a
1210,CVE-2013-2634,torvalds,linux,29cd8ae0e1a39e239a3a7b67da1986add1199fc0
1211,CVE-2013-2635,torvalds,linux,84d73cd3fb142bf1298a8c13fd4ca50fd2432372
1212,CVE-2013-2636,torvalds,linux,c085c49920b2f900ba716b4ca1c1a55ece9872cc
