cve,owner,repo,patch,reserve_idx_diff,publish_idx_diff,reserve_time,publish_time
CVE-2019-14806,pallets,werkzeug,00bc43b1672e662e5e3b8cecd79e67fc968fa246,-100,-100,2019-08-09T00:00:00+00:00,2019-08-09T14:29:16+00:00
CVE-2019-14837,keycloak,keycloak,9a7c1a91a59ab85e7f8889a505be04a71580777f,206,-250,2019-08-10T00:00:00+00:00,2020-01-07T16:33:21+00:00
CVE-2019-14838,wildfly,wildfly-core,131fa6880ae1523fac9e96df54dc394b63b0eed3,222,-3,2019-08-10T00:00:00+00:00,2019-10-14T14:32:53+00:00
CVE-2019-14856,ansible,ansible,7f4befdea77045fa83b5f2b304bd5e16b219f74c,1404,-661,2019-08-10T00:00:00+00:00,2019-11-26T13:01:31+00:00
CVE-2019-14862,knockout,knockout,7e280b2b8a04cc19176b5171263a5c68bda98efb,-106,-122,2019-08-10T00:00:00+00:00,2020-01-02T14:18:58+00:00
CVE-2019-14863,angular,angular.js,35a21532b73d5bd84b4325211c563e6a3e2dde82,-2186,-2192,2019-08-10T00:00:00+00:00,2020-01-02T14:20:50+00:00
CVE-2019-14863,angular,angular.js,f33ce173c90736e349cf594df717ae3ee41e0f7a,-1928,-1934,2019-08-10T00:00:00+00:00,2020-01-02T14:20:50+00:00
CVE-2019-14864,ansible,ansible,c76e074e4c71c7621a1ca8159261c1959b5287af,1691,-696,2019-08-10T00:00:00+00:00,2020-01-02T14:23:56+00:00
CVE-2019-14892,FasterXML,jackson-databind,41b7f9b90149e9d44a65a8261a8deedc7186f6af,99,-347,2019-08-10T00:00:00+00:00,2020-03-02T16:28:40+00:00
CVE-2019-14892,FasterXML,jackson-databind,819cdbcab51c6da9fb896380f2d46e9b7d4fdc3b,100,-346,2019-08-10T00:00:00+00:00,2020-03-02T16:28:40+00:00
CVE-2019-14893,FasterXML,jackson-databind,998efd708284778f29d83d7962a9bd935c228317,102,-344,2019-08-10T00:00:00+00:00,2020-03-02T20:11:32+00:00
CVE-2019-14900,hibernate,hibernate-orm,3f3c1ab50604ab9ba99e25d2016fb85f3ba9dcd4,1030,-41,2019-08-10T00:00:00+00:00,2020-07-06T18:35:01+00:00
CVE-2019-14900,hibernate,hibernate-orm,eebf01fbf3c2550ee70cdc9c1b02b52e330c8c36,1032,-39,2019-08-10T00:00:00+00:00,2020-07-06T18:35:01+00:00
CVE-2019-14939,mysqljs,mysql,337e87ae5fcea3667864197c65dc758517fcde06,19,19,2019-08-11T00:00:00+00:00,2019-08-12T00:51:33+00:00
CVE-2019-15138,marcbachmann,node-html-pdf,c12d6977778014139183c9f8da7579fd7ac65362,5,5,2019-08-18T00:00:00+00:00,2019-09-20T19:13:13+00:00
CVE-2019-15149,dw,mitogen,5924af1566763e48c42028399ea0cd95c457b3dc,-89,-101,2019-08-18T00:00:00+00:00,2019-08-18T19:56:18+00:00
CVE-2019-15479,status-board,status-board,19106617865406aa6f8edec036dcb1db427d5f71,-35,-36,2019-08-22T00:00:00+00:00,2019-08-26T13:49:16+00:00
CVE-2019-15486,ierror,django-js-reverse,78d6aff2276f2d341f643b095515f8aaba5e67c2,-26,-26,2019-08-22T00:00:00+00:00,2019-08-23T12:31:58+00:00
CVE-2019-15486,ierror,django-js-reverse,a3b57d1e4424e2fadabcd526d170c4868d55159c,-24,-24,2019-08-22T00:00:00+00:00,2019-08-23T12:31:58+00:00
CVE-2019-15532,gchq,CyberChef,01f0625d6a177f9c5df9281f12a27c814c2d8bcf,-347,-355,2019-08-23T00:00:00+00:00,2019-08-26T11:45:10+00:00
CVE-2019-15563,OHDSI,WebAPI,d7b12b2f5234e425e5bc76545e75de0d6eb3f8fd,-102,-102,2019-08-25T00:00:00+00:00,2019-08-26T14:46:57+00:00
CVE-2019-15598,pkrumins,node-tree-kill,ff73dbf144c4c2daa67799a50dfff59cd455c63c,0,-2,2019-08-26T00:00:00+00:00,2019-12-18T20:58:31+00:00
CVE-2019-15599,pkrumins,node-tree-kill,deee138a8cbc918463d8af5ce8c2bec33c3fd164,1,-1,2019-08-26T00:00:00+00:00,2019-12-18T20:56:56+00:00
CVE-2019-15657,mysticatea,eslint-utils,08158db1c98fd71cf0f32ddefbc147e2620e724c,-5,-5,2019-08-26T00:00:00+00:00,2019-08-26T22:55:12+00:00
CVE-2019-15753,openstack,os-vif,655c83d706f5de8a8cf23430782e065219297aef,-4,-4,2019-08-28T00:00:00+00:00,2019-08-28T20:33:39+00:00
CVE-2019-15782,webtorrent,webtorrent,7e829b5d52c32d2e6d8f5fbcf0f8f418fffde083,-2,-2,2019-08-29T00:00:00+00:00,2019-08-29T11:07:38+00:00
CVE-2019-16097,goharbor,harbor,b6db8a8a106259ec9a2c48be8a380cb3b37cf517,-107,-107,2019-09-08T00:00:00+00:00,2019-09-08T15:22:49+00:00
CVE-2019-16146,gophish,gophish,24fe998a3aa04e205900476a9601d481e94d8eea,-2,-2,2019-09-09T00:00:00+00:00,2019-09-09T12:11:12+00:00
CVE-2019-16303,jhipster,generator-jhipster,88448b85fd3e8e49df103f0061359037c2c68ea7,14,-12,2019-09-13T00:00:00+00:00,2019-09-13T23:43:41+00:00
CVE-2019-16335,FasterXML,jackson-databind,73c1c2cc76e6cdd7f3a5615cbe3207fe96e4d3db,-3,-5,2019-09-15T00:00:00+00:00,2019-09-15T21:45:50+00:00
CVE-2019-16354,astaxie,beego,f99cbe0fa40936f2f8dd28e70620c559b6e5e2fd,31,31,2019-09-16T00:00:00+00:00,2019-09-16T14:10:55+00:00
CVE-2019-16354,astaxie,beego,bac2b31afecc65d9a89f9e473b8006c5edc0c8d1,74,74,2019-09-16T00:00:00+00:00,2019-09-16T14:10:55+00:00
CVE-2019-16355,beego,beego,bac2b31afecc65d9a89f9e473b8006c5edc0c8d1,74,74,2019-09-16T00:00:00+00:00,2019-09-16T14:12:22+00:00
CVE-2019-16370,gradle,gradle,425b2b7a50cd84106a77cdf1ab665c89c6b14d2f,22,-1,2019-09-16T00:00:00+00:00,2019-09-16T17:50:28+00:00
CVE-2019-16538,jenkinsci,script-security-plugin,0e7da14171ed1d03ff72f6910392e630b40a8590,37,-10,2019-09-20T00:00:00+00:00,2019-11-21T14:11:20+00:00
CVE-2019-16539,jenkinsci,support-core-plugin,6b177ea7cc7347e13fa87174472400bbbe78d422,40,-3,2019-09-20T00:00:00+00:00,2019-11-21T14:11:20+00:00
CVE-2019-16540,jenkinsci,support-core-plugin,6b177ea7cc7347e13fa87174472400bbbe78d422,40,-3,2019-09-20T00:00:00+00:00,2019-11-21T14:11:20+00:00
CVE-2019-16541,jenkinsci,jira-plugin,3214a54b6871d82cb34a26949aad93b0fa78d1a8,5,-2,2019-09-20T00:00:00+00:00,2019-11-21T14:11:21+00:00
CVE-2019-16545,jenkinsci,qmetry-for-jira-test-management-plugin,6711f566b72c099f10b1cecab406786ca998651d,1,0,2019-09-20T00:00:00+00:00,2019-11-21T14:11:23+00:00
CVE-2019-16548,jenkinsci,google-compute-engine-plugin,aaf81996741c67229982f70b3eaa83894e035025,10,-42,2019-09-20T00:00:00+00:00,2019-11-21T14:11:24+00:00
CVE-2019-16549,jenkinsci,m2release-plugin,1e4d6fee2eab16e7a396b6d3d5f10a87e5c29cc2,18,-2,2019-09-20T00:00:00+00:00,2019-12-17T14:40:45+00:00
CVE-2019-16550,jenkinsci,m2release-plugin,1e4d6fee2eab16e7a396b6d3d5f10a87e5c29cc2,18,-2,2019-09-20T00:00:00+00:00,2019-12-17T14:40:45+00:00
CVE-2019-16551,jenkinsci,gerrit-trigger-plugin,bdc94d3e23df0ad6a64565c732498f89ff743b51,18,-3,2019-09-20T00:00:00+00:00,2019-12-17T14:40:45+00:00
CVE-2019-16552,jenkinsci,gerrit-trigger-plugin,bdc94d3e23df0ad6a64565c732498f89ff743b51,18,-3,2019-09-20T00:00:00+00:00,2019-12-17T14:40:46+00:00
CVE-2019-16553,jenkinsci,build-failure-analyzer-plugin,f316c885552ac75289cbb11b2af5757f18784bcb,37,-2,2019-09-20T00:00:00+00:00,2019-12-17T14:40:46+00:00
CVE-2019-16554,jenkinsci,build-failure-analyzer-plugin,f316c885552ac75289cbb11b2af5757f18784bcb,37,-2,2019-09-20T00:00:00+00:00,2019-12-17T14:40:47+00:00
CVE-2019-16555,jenkinsci,build-failure-analyzer-plugin,f316c885552ac75289cbb11b2af5757f18784bcb,37,-2,2019-09-20T00:00:00+00:00,2019-12-17T14:40:47+00:00
CVE-2019-16557,jenkinsci,redgate-sql-ci-plugin,18525ee6f01a5bc36040d40f1ff63702ce7280ac,7,-2,2019-09-20T00:00:00+00:00,2019-12-17T14:40:48+00:00
CVE-2019-16564,jenkinsci,pipeline-aggregator-view-plugin,acb0eeeae60ec0ac2dc5c8b5639d77589aa95af3,0,-2,2019-09-20T00:00:00+00:00,2019-12-17T14:40:51+00:00
CVE-2019-16761,simpleledger,slp-validate,50ad96c2798dad6b9f9a13333dd05232defe5730,2,-15,2019-09-24T00:00:00+00:00,2019-11-15T23:05:57+00:00
CVE-2019-16762,simpleledger,slpjs,ac8809b42e47790a6f0205991b36f2699ed10c84,1,-9,2019-09-24T00:00:00+00:00,2019-11-15T23:10:57+00:00
CVE-2019-16763,mpetroff,pannellum,cc2f3d99953de59db908e0c6efd1c2c17f7c6914,6,-4,2019-09-24T00:00:00+00:00,2019-11-22T18:26:09+00:00
CVE-2019-16766,labd,wagtail-2fa,13b12995d35b566df08a17257a23863ab6efb0ca,41,-15,2019-09-24T00:00:00+00:00,2019-11-29T17:05:14+00:00
CVE-2019-16766,labd,wagtail-2fa,a6711b29711729005770ff481b22675b35ff5c81,23,-33,2019-09-24T00:00:00+00:00,2019-11-29T17:05:14+00:00
CVE-2019-16771,line,armeria,b597f7a865a527a84ee3d6937075cfbb4470ed20,130,-7,2019-09-24T00:00:00+00:00,2019-12-06T19:00:20+00:00
CVE-2019-16772,commenthol,serialize-to-js,181d7d583ae5293cd47cc99b14ad13352875f3e3,0,-4,2019-09-24T00:00:00+00:00,2019-12-06T23:25:14+00:00
CVE-2019-16778,tensorflow,tensorflow,db4f9717c41bccc3ce10099ab61996b246099892,-6183,-12200,2019-09-24T00:00:00+00:00,2019-12-16T20:15:14+00:00
CVE-2019-16784,pyinstaller,pyinstaller,42a67148b3bdf9211fda8499fdc5b63acdd7e6cc,118,-73,2019-09-24T00:00:00+00:00,2020-01-14T20:10:12+00:00
CVE-2019-16784,pyinstaller,pyinstaller,be948cf0954707671aa499da17b10c86b6fa5e5c,149,-42,2019-09-24T00:00:00+00:00,2020-01-14T20:10:12+00:00
CVE-2019-16785,Pylons,waitress,8eba394ad75deaf9e5cd15b78a3d16b12e6b0eba,9,-9,2019-09-24T00:00:00+00:00,2019-12-20T23:00:25+00:00
CVE-2019-16786,Pylons,waitress,f11093a6b3240fc26830b6111e826128af7771c3,18,0,2019-09-24T00:00:00+00:00,2019-12-20T23:00:20+00:00
CVE-2019-16789,Pylons,waitress,11d9e138125ad46e951027184b13242a3c1de017,25,-1,2019-09-24T00:00:00+00:00,2019-12-26T16:40:12+00:00
CVE-2019-16789,Pylons,waitress,ddb65b489d01d696afa1695b75fdd5df3e4ffdf8,27,1,2019-09-24T00:00:00+00:00,2019-12-26T16:40:12+00:00
CVE-2019-16792,Pylons,waitress,575994cd42e83fd772a5f7ec98b2c56751bd3f65,12,-20,2019-09-24T00:00:00+00:00,2020-01-22T18:30:15+00:00
CVE-2019-16865,python-pillow,Pillow,ab52630d0644e42a75eb88b78b9a9d7438a6fbeb,43,-37,2019-09-24T00:00:00+00:00,2019-10-04T21:09:23+00:00
CVE-2019-16942,FasterXML,jackson-databind,328a0f833daf6baa443ac3b37c818a0204714b0b,5,-10,2019-09-29T00:00:00+00:00,2019-10-01T16:04:26+00:00
CVE-2019-16942,FasterXML,jackson-databind,54aa38d87dcffa5ccc23e64922e9536c82c1b9c8,10,-5,2019-09-29T00:00:00+00:00,2019-10-01T16:04:26+00:00
CVE-2019-16942,FasterXML,jackson-databind,9593e16cf5a3d289a9c584f7123639655de9ddac,0,-15,2019-09-29T00:00:00+00:00,2019-10-01T16:04:26+00:00
CVE-2019-16942,FasterXML,jackson-databind,bc67eb11a7cf57561f861ff16f879f1fceb5779f,3,-12,2019-09-29T00:00:00+00:00,2019-10-01T16:04:26+00:00
CVE-2019-16943,FasterXML,jackson-databind,328a0f833daf6baa443ac3b37c818a0204714b0b,5,-10,2019-09-29T00:00:00+00:00,2019-10-01T16:06:23+00:00
CVE-2019-16943,FasterXML,jackson-databind,bc67eb11a7cf57561f861ff16f879f1fceb5779f,3,-12,2019-09-29T00:00:00+00:00,2019-10-01T16:06:23+00:00
CVE-2019-17091,eclipse-ee4j,mojarra,8f70f2bd024f00ecd5b3dcca45df73edda29dcee,-96,-96,2019-10-02T00:00:00+00:00,2019-10-02T13:58:49+00:00
CVE-2019-17091,eclipse-ee4j,mojarra,a3fa9573789ed5e867c43ea38374f4dbd5a8f81f,-97,-97,2019-10-02T00:00:00+00:00,2019-10-02T13:58:49+00:00
CVE-2019-17109,koji-project,koji,91d6f0b607c7f5af666dfb56931f1db4e38c28a5,23,-5,2019-10-03T00:00:00+00:00,2019-10-09T21:30:22+00:00
CVE-2019-17134,openstack,octavia,b0c2cd7b4c835c391cfedf12cf9f9ff8a0aabd17,0,-1,2019-10-04T00:00:00+00:00,2019-10-08T17:14:37+00:00
CVE-2019-17206,frostming,rediswrapper,748f60bafd857c24f65683426f665350e2c3f91b,2,-2,2019-10-05T00:00:00+00:00,2019-10-05T22:01:24+00:00
CVE-2019-17267,FasterXML,jackson-databind,191a4cdf87b56d2ddddb77edd895ee756b7f75eb,-54,-55,2019-10-06T00:00:00+00:00,2019-10-06T23:08:53+00:00
CVE-2019-17426,Automattic,mongoose,f3eca5b94d822225c04e96cbeed9f095afb3c31c,-1,-2,2019-10-10T00:00:00+00:00,2019-10-10T00:35:17+00:00
CVE-2019-17426,Automattic,mongoose,f88eb2524b65a68ff893c90a03c04f0913c1913e,1319,1318,2019-10-10T00:00:00+00:00,2019-10-10T00:35:17+00:00
CVE-2019-17495,springfox,springfox,26f72f0d16b166e12c20255a4ee907dc10685cf8,22,22,2019-10-10T00:00:00+00:00,2019-10-10T21:04:49+00:00
CVE-2019-17513,ratpack,ratpack,c560a8d10cb8bdd7a526c1ca2e67c8f224ca23ae,-13,-14,2019-10-11T00:00:00+00:00,2019-10-18T02:36:25+00:00
CVE-2019-17513,ratpack,ratpack,efb910d38a96494256f36675ef0e5061097dd77d,-14,-15,2019-10-11T00:00:00+00:00,2019-10-18T02:36:25+00:00
CVE-2019-17531,FasterXML,jackson-databind,b5a304a98590b6bb766134f9261e6566dcbbb6d0,2,-4,2019-10-12T00:00:00+00:00,2019-10-12T20:07:34+00:00
CVE-2019-17554,apache,olingo-odata4,5948974ad28271818e2afe747c71cde56a7f2c63,2,-22,2019-10-14T00:00:00+00:00,2019-12-04T16:54:22+00:00
CVE-2019-17554,apache,olingo-odata4,c3f982db3d97e395d313ae8f231202bb2139882c,4,-20,2019-10-14T00:00:00+00:00,2019-12-04T16:54:22+00:00
CVE-2019-17566,apache,xmlgraphics-batik,bc6078ca949039e2076cd08b4cb169c84c1179b1,24,-6,2019-10-14T00:00:00+00:00,2020-11-12T00:00:00+00:00
CVE-2019-17572,apache,rocketmq,f8f6fbe4aa7f5dee937e688322628c366b12a552,87,-83,2019-10-14T00:00:00+00:00,2020-05-14T16:10:48+00:00
CVE-2019-17592,adaltas,node-csv-parse,b9d35940c6815cdf1dfd6b21857a1f6d0fd51e4a,-31,-31,2019-10-14T00:00:00+00:00,2019-10-14T19:59:21+00:00
CVE-2019-17636,eclipse-theia,theia,b212d07f915df1509180944ee3132714bc2636bf,372,-71,2019-10-16T00:00:00+00:00,2020-03-10T14:30:14+00:00
CVE-2019-17638,eclipse,jetty.project,ff8ae56fa939c3477a0cdd1ff56ce3d902f08fba,1372,-154,2019-10-16T00:00:00+00:00,2020-07-09T18:10:12+00:00
CVE-2019-18393,igniterealtime,Openfire,cb900749d4e836b32cc6e2cc41cda17f252b977d,31,31,2019-10-24T00:00:00+00:00,2019-10-24T10:58:18+00:00
CVE-2019-18394,igniterealtime,Openfire,c2ccb38250910587498597955d0bbee8b58e46df,-8,-8,2019-10-24T00:00:00+00:00,2019-10-24T10:58:34+00:00
CVE-2019-18466,containers,libpod,5c09c4d2947a759724f9d5aef6bac04317e03f7e,-376,-377,2019-10-28T00:00:00+00:00,2019-10-28T12:37:00+00:00
CVE-2019-18835,matrix-org,synapse,172f264ed38e8bef857552f93114b4ee113a880b,-180,-197,2019-11-07T00:00:00+00:00,2019-11-07T23:12:07+00:00
CVE-2019-18841,ankane,chartkick,b810936bbf687bc74c5b6dba72d2397a399885fa,2,-3,2019-11-09T00:00:00+00:00,2019-11-11T00:05:37+00:00
CVE-2019-18874,giampaolo,psutil,7d512c8e4442a896d56505be3e78f1156f443465,2,2,2019-11-12T00:00:00+00:00,2019-11-12T01:30:29+00:00
CVE-2019-19010,ProgVal,Limnoria,3848ae78de45b35c029cc333963d436b9d2f0a35,-15,-15,2019-11-16T00:00:00+00:00,2019-11-16T00:52:06+00:00
CVE-2019-19135,eclipse,milo,cac0e710bf2b8bed9c602fc597e9de1d8903abed,-8,-84,2019-11-20T00:00:00+00:00,2020-03-16T15:47:24+00:00
CVE-2019-19274,python,cpython,a4d78362397fc3bced6ea80fbc7b5f4827aec55e,-2208,-2213,2019-11-26T00:00:00+00:00,2019-11-26T14:08:25+00:00
CVE-2019-19274,python,cpython,dcfcd146f8e6fc5c2fc16a4c192a0c5f5ca8c53c,-2672,-2677,2019-11-26T00:00:00+00:00,2019-11-26T14:08:25+00:00
CVE-2019-19275,python,cpython,a4d78362397fc3bced6ea80fbc7b5f4827aec55e,-2208,-2213,2019-11-26T00:00:00+00:00,2019-11-26T14:08:17+00:00
CVE-2019-19275,python,cpython,dcfcd146f8e6fc5c2fc16a4c192a0c5f5ca8c53c,-2672,-2677,2019-11-26T00:00:00+00:00,2019-11-26T14:08:17+00:00
CVE-2019-19316,hashicorp,terraform,6db3cf8e5b4cfb2a3cd1d99a813b50b2d5d363bb,0,-8,2019-11-26T00:00:00+00:00,2019-12-02T20:50:44+00:00
CVE-2019-19499,grafana,grafana,19dbd27c5caa1a160bd5854b65a4e1fe2a8a4f00,-217,-3137,2019-12-02T00:00:00+00:00,2020-08-28T14:49:46+00:00
CVE-2019-19619,documize,community,a4384210d4d0d6b18e6fdb7e155de96d4a1cf9f3,-3,-3,2019-12-06T00:00:00+00:00,2019-12-06T03:28:46+00:00
CVE-2019-19624,opencv,opencv,d1615ba11a93062b1429fce9f0f638d1572d3418,-579,-589,2019-12-06T00:00:00+00:00,2019-12-06T14:26:56+00:00
CVE-2019-19687,openstack,keystone,17c337dbdbfb9d548ad531c2ad0483c9bce5b98f,-5,-5,2019-12-09T00:00:00+00:00,2019-12-09T17:14:14+00:00
CVE-2019-19702,modoboa,modoboa-dmarc,14c29e0ad9487bdbe4cc0bd1f8bc711285bf9933,3,3,2019-12-10T00:00:00+00:00,2019-12-10T19:19:50+00:00
CVE-2019-19703,ktorio,ktor,0c108156f45423d09014b47be810188629cb878f,-42,-47,2019-12-10T00:00:00+00:00,2019-12-10T19:43:28+00:00
CVE-2019-19724,sylabs,singularity,2cda4981812c29f0fb11d3ea6aaf6139f665a631,3,-13,2019-12-11T00:00:00+00:00,2019-12-18T20:52:24+00:00
CVE-2019-19794,miekg,dns,8ebf2e419df7857ac8919baa05248789a8ffbf33,-1,-1,2019-12-13T00:00:00+00:00,2019-12-13T21:46:59+00:00
CVE-2019-19844,django,django,5b1fbcef7a8bec991ebe7b2a18b5d5a95d72cb70,1,-6,2019-12-17T00:00:00+00:00,2019-12-18T18:07:11+00:00
CVE-2019-19919,handlebars-lang,handlebars.js,2078c727c627f25d4a149962f05c1e069beb18bc,-109,-109,2019-12-20T00:00:00+00:00,2019-12-20T22:50:39+00:00
CVE-2019-20149,jonschlinkert,kind-of,1df992ce6d5a1292048e5fe9c52c5382f941ee0b,1,1,2019-12-30T00:00:00+00:00,2019-12-30T18:25:10+00:00
CVE-2019-20174,auth0,lock,6c15e5659c21cd814ea119af5c51b61399598dd5,10,-4,2019-12-31T00:00:00+00:00,2020-02-03T17:13:42+00:00
CVE-2019-20330,FasterXML,jackson-databind,eb254813cc822d0af015ce8fe05febf50721dc53,-132,-137,2020-01-03T00:00:00+00:00,2020-01-03T03:35:52+00:00
CVE-2019-20330,FasterXML,jackson-databind,fc4214a883dc087070f25da738ef0d49c2f3387e,-133,-138,2020-01-03T00:00:00+00:00,2020-01-03T03:35:52+00:00
CVE-2019-20366,igniterealtime,Openfire,fef55d4be50da8f66f468d9e7d822528acb8273d,-9,-10,2020-01-08T00:00:00+00:00,2020-01-08T16:26:28+00:00
CVE-2019-20786,pion,dtls,fd73a5df2ff0e1fb6ae6a51e2777d7a16cc4f4e0,-103,-103,2020-04-19T00:00:00+00:00,2020-04-19T19:57:36+00:00
CVE-2019-20894,containous,traefik,2b353971696717e980521b0e4baa1eba66c8d2bf,9,4,2020-07-02T00:00:00+00:00,2020-07-02T15:30:22+00:00
CVE-2019-20916,gzpan123,pip,a4c735b14a62f9cb864533808ac63936704f2ace,-3634,-3637,2020-09-04T00:00:00+00:00,2020-09-04T19:20:55+00:00
CVE-2019-20920,handlebars-lang,handlebars.js,d54137810a49939fd2ad01a91a34e182ece4528e,-103,-103,2020-09-30T00:00:00+00:00,2020-09-30T12:30:56+00:00
CVE-2019-20921,snapappointments,bootstrap-select,ab6e068748040cf3cda5859f6349b382402b8767,-199,-199,2020-09-30T00:00:00+00:00,2020-09-30T12:30:36+00:00
CVE-2019-20922,handlebars-lang,handlebars.js,8d5530ee2c3ea9f0aee3fde310b9f36887d00b8b,-125,-125,2020-09-30T00:00:00+00:00,2020-09-30T12:30:22+00:00
CVE-2019-25072,tendermint,tendermint,03085c2da23b179c4a51f59a03cb40aa4e85a613,-1510,-1572,2022-07-29T17:10:15+00:00,2022-12-27T21:13:24+00:00
CVE-2019-25091,nsupdate-info,nsupdate.info,60a3fe559c453bc36b0ec3e5dd39c1303640a59a,-46,-46,2022-12-27T22:41:16+00:00,2022-12-27T22:42:34+00:00
CVE-2019-25095,kakwa,ldapcherry,6f98076281e9452fdb1adcd1bcbb70a6f968ade9,-91,-91,2023-01-05T07:44:14+00:00,2023-01-05T07:44:28+00:00
CVE-2019-25101,OnShift,turbogears,f68bbaba47f4474e1da553aa51564a73e1d92a84,-7,-7,2023-02-02T19:58:08+00:00,2023-02-04T07:57:05+00:00
CVE-2019-25102,ariabuckles,simple-markdown,015a719bf5cdc561feea05500ecb3274ef609cd2,-41,-41,2023-02-11T10:30:57+00:00,2023-02-12T13:31:04+00:00
CVE-2019-25103,ariabuckles,simple-markdown,89797fef9abb4cab2fb76a335968266a92588816,-56,-56,2023-02-11T10:33:28+00:00,2023-02-12T14:31:03+00:00
CVE-2019-25155,cure53,DOMPurify,7601c33a57e029cce51d910eda5179a3f1b51c83,-949,-949,2023-10-31T00:00:00+00:00,2023-10-31T00:00:00+00:00
CVE-2019-25158,pedroetb,tts-api,29d9c25415911ea2f8b6de247cb5c4607d13d434,-32,-32,2023-12-17T15:09:22+00:00,2023-12-19T13:00:06+00:00
CVE-2019-25211,gin-contrib,cors,27b723a473efd80d5a498fa9f5933c80204c850d,-17,-17,2024-06-28T00:00:00+00:00,2024-06-28T00:00:00+00:00
CVE-2019-3564,facebook,fbthrift,c461c1bd1a3e130b181aa9c854da3030cd4b5156,246,-576,2019-01-02T00:00:00+00:00,2019-05-06T15:15:02+00:00
CVE-2019-3772,spring-projects,spring-integration,59c69ed40d3755ef59f80872e0ea711adbb13620,-24,-53,2019-01-03T00:00:00+00:00,2019-01-18T22:00:00+00:00
CVE-2019-3830,openstack,ceilometer,8881a42af169a2d7c912b1434911f978883c83f3,3,-14,2019-01-03T00:00:00+00:00,2019-03-26T17:55:47+00:00
CVE-2019-3895,openstack,octavia,d7d062a47ab54a540d81f13a0e5f3085ebfaa0d2,-1494,-1706,2019-01-03T00:00:00+00:00,2019-06-03T18:04:56+00:00
CVE-2019-5312,Wechat-Group,WxJava,8ec61d1328f50e23cd14285a950ca57a088b32b2,1,1,2019-01-04T00:00:00+00:00,2019-01-04T16:00:00+00:00
CVE-2019-5437,sintaxi,harp,1ec790baeeb2bfdb4584f1998af3d10a8fa31210,43,30,2019-01-04T00:00:00+00:00,2019-05-10T21:07:37+00:00
CVE-2019-5484,bower,bower,45c6bfa86f6e57731b153baca9e0b41a1cc699e3,4,-6,2019-01-04T00:00:00+00:00,2019-09-13T17:30:23+00:00
CVE-2019-6035,AthenZ,athenz,c4dc89b31fda501af45c20b33db620a077079744,95,-172,2019-01-10T00:00:00+00:00,2019-12-26T15:16:50+00:00
CVE-2019-6802,pypiserver,pypiserver,1375a67c55a9b8d4619df30d2a1c0b239d7357e6,0,0,2019-01-24T00:00:00+00:00,2019-01-25T04:00:00+00:00
CVE-2019-6804,rundeck,rundeck,e992e94bba22d9fca3a669f0d02c85b80a19f848,-10,-13,2019-01-24T00:00:00+00:00,2019-01-25T05:00:00+00:00
CVE-2019-7164,sqlalchemy,sqlalchemy,30307c4616ad67c01ddae2e1e8e34fabf6028414,13,-22,2019-01-29T00:00:00+00:00,2019-02-20T00:00:00+00:00
CVE-2019-7313,buildbot,buildbot,e781f110933e05ecdb30abc64327a2c7c9ff9c5a,-7,-7,2019-02-03T00:00:00+00:00,2019-02-03T08:00:00+00:00
CVE-2019-7537,pytroll,donfig,1f9dbf83b17419a06d63c14ef3fbd29dbc1b8ce5,2,0,2019-02-06T00:00:00+00:00,2019-03-21T19:55:42+00:00
CVE-2019-7539,adi928,ipycache,9cc7cb891ff169b3e8a6f5e84afd8238f566ad8e,1,1,2019-02-06T00:00:00+00:00,2019-03-21T20:53:57+00:00
CVE-2019-7539,adi928,ipycache,c73a726744c90cc2cb200b159edbaf5deddcb753,0,0,2019-02-06T00:00:00+00:00,2019-03-21T20:53:57+00:00
CVE-2019-8336,hashicorp,consul,90040f8bffb311e6cd8599273e95b607175e311f,81,-11,2019-02-13T00:00:00+00:00,2019-03-05T23:00:00+00:00
CVE-2019-8903,totaljs,framework,c37cafbf3e379a98db71c1125533d1e8d5b5aef7,-6,-6,2019-02-18T00:00:00+00:00,2019-02-18T16:00:00+00:00
CVE-2019-8903,totaljs,framework,de16238d13848149f5d1dae51f54e397a525932b,-1,-1,2019-02-18T00:00:00+00:00,2019-02-18T16:00:00+00:00
CVE-2019-9039,couchbase,sync_gateway,97adb5b496aa96aa70398018ea96da913ffd8d8c,-3,-169,2019-02-23T00:00:00+00:00,2019-06-26T18:55:45+00:00
CVE-2019-9635,tensorflow,tensorflow,e41cb124cd0b325821af85cdacd9d8a12e206418,-2619,-5988,2019-03-08T00:00:00+00:00,2019-04-24T16:30:31+00:00
CVE-2019-9764,hashicorp,consul,7e11dd82aa8dae505b7307adcb68c9d3194b3b40,-11,-73,2019-03-14T00:00:00+00:00,2019-03-26T13:05:51+00:00
CVE-2020-10108,twisted,twisted,4a7d22e490bb8ff836892cc99a1f54b85ccb0281,-25,-39,2020-03-05T00:00:00+00:00,2020-03-12T12:42:33+00:00
CVE-2020-10109,twisted,twisted,4a7d22e490bb8ff836892cc99a1f54b85ccb0281,-25,-39,2020-03-05T00:00:00+00:00,2020-03-12T12:40:05+00:00
CVE-2020-10177,python-pillow,Pillow,f6926a041b4b544fd2ced3752542afb6c8c19405,1,-544,2020-03-05T00:00:00+00:00,2020-06-25T18:33:15+00:00
CVE-2020-10177,python-pillow,Pillow,c88b0204d7c930e3bd72626ae6ea078571cc0ea7,3,-542,2020-03-05T00:00:00+00:00,2020-06-25T18:33:15+00:00
