,owner,repo,mrr,recall100,recall500,recall1000,recall2000,recall5000,commit_count,cve_count
2038,prefecthq,prefect,0.002298850575,0.0,1.0,1.0,1.0,1.0,18582,1
2039,adaltas,node-mixme,0.2,1.0,1.0,1.0,1.0,1.0,90,1
2040,jenkinsci,custom-build-properties-plugin,0.3333333333,1.0,1.0,1.0,1.0,1.0,90,1
2041,lukashinsch,spring-boot-actuator-logview,0.5,1.0,1.0,1.0,1.0,1.0,89,1
2042,gulpjs,glob-parent,0.5416666667,1.0,1.0,1.0,1.0,1.0,89,2
2043,adi928,ipycache,1.0,1.0,1.0,1.0,1.0,1.0,89,1
2044,jkup,pullit,0.01428571429,1.0,1.0,1.0,1.0,1.0,88,1
2045,jonschlinkert,randomatic,0.25,1.0,1.0,1.0,1.0,1.0,88,1
2046,tomas,network,0.5,1.0,1.0,1.0,1.0,1.0,88,1
2047,indutny,node-ip,1.0,1.0,1.0,1.0,1.0,1.0,88,1
2048,jenkinsci,visualworks-store-plugin,0.1111111111,1.0,1.0,1.0,1.0,1.0,87,1
2049,salvoravida,react-adal,0.1666666667,1.0,1.0,1.0,1.0,1.0,87,1
2050,jackc,pgproto3,1.0,1.0,1.0,1.0,1.0,1.0,87,1
2051,christian-bromann,rgb2hex,0.05,1.0,1.0,1.0,1.0,1.0,86,1
2052,lukeed,dset,0.1071428571,1.0,1.0,1.0,1.0,1.0,86,2
2053,eggjs,egg-scripts,0.05,1.0,1.0,1.0,1.0,1.0,85,1
2054,latchset,kdcproxy,0.05555555556,1.0,1.0,1.0,1.0,1.0,85,1
2055,snapcore,snapd,0.0009419143172,0.0,0.0,0.3333333333,0.6666666667,1.0,42857,3
2056,Morgan-Phoenix,EnroCrypt,0.0625,1.0,1.0,1.0,1.0,1.0,84,1
2057,zenml-io,zenml,0.1865178145,0.7,1.0,1.0,1.0,1.0,7021,10
2058,openjdk,jfx,0.002457002457,0.0,1.0,1.0,1.0,1.0,12923,1
2059,acrontum,filesystem-template,0.2,1.0,1.0,1.0,1.0,1.0,84,1
2060,AGProjects,python-cjson,0.3333333333,1.0,1.0,1.0,1.0,1.0,84,1
2061,aresch,rencode,1.0,1.0,1.0,1.0,1.0,1.0,84,1
2062,netplex,json-smart-v1,0.02702702703,1.0,1.0,1.0,1.0,1.0,83,1
2063,fluture-js,fluture-node,0.1666666667,1.0,1.0,1.0,1.0,1.0,83,1
2064,robinvdvleuten,shvl,0.03448275862,1.0,1.0,1.0,1.0,1.0,82,1
2065,jenkinsci,copr-plugin,0.04,1.0,1.0,1.0,1.0,1.0,82,1
2066,jenkinsci,snsnotify-plugin,0.1111111111,1.0,1.0,1.0,1.0,1.0,82,1
2067,pksunkara,inflect,0.1666666667,1.0,1.0,1.0,1.0,1.0,82,1
2068,hokaccha,node-jwt-simple,0.2,1.0,1.0,1.0,1.0,1.0,82,1
2069,kucherenko,blamer,0.5555555556,1.0,1.0,1.0,1.0,1.0,82,2
2070,gitpod-io,gitpod,0.003496503497,0.0,1.0,1.0,1.0,1.0,12209,1
2071,django-cms,djangocms-attributes-field,1.0,1.0,1.0,1.0,1.0,1.0,82,1
2072,codeclysm,extract,0.2,1.0,1.0,1.0,1.0,1.0,81,1
2073,jessie-codes,safe-flat,0.5,1.0,1.0,1.0,1.0,1.0,81,1
2074,jenkinsci,clif-performance-testing-plugin,0.08333333333,1.0,1.0,1.0,1.0,1.0,80,1
2075,unclechu,node-deep-extend,0.2,1.0,1.0,1.0,1.0,1.0,80,1
2076,0xJacky,nginx-ui,0.06464035964,1.0,1.0,1.0,1.0,1.0,1300,5
2077,creharmony,node-etsy-client,0.2,1.0,1.0,1.0,1.0,1.0,80,1
2078,commenthol,serialize-to-js,0.4166666667,1.0,1.0,1.0,1.0,1.0,80,2
2079,jenkinsci,build-with-parameters-plugin,0.2380952381,1.0,1.0,1.0,1.0,1.0,79,2
2080,ecnepsnai,web,0.01818181818,1.0,1.0,1.0,1.0,1.0,78,1
2081,pedroetb,tts-api,0.07692307692,1.0,1.0,1.0,1.0,1.0,77,1
2082,jupyterlab,jupyterlab,0.0825,1.0,1.0,1.0,1.0,1.0,26306,2
2083,mysticatea,eslint-utils,0.2,1.0,1.0,1.0,1.0,1.0,77,1
2084,jenkinsci,aws-sam-plugin,0.5,1.0,1.0,1.0,1.0,1.0,77,1
2085,SimbCo,httpster,0.03125,1.0,1.0,1.0,1.0,1.0,76,1
2086,bwoodsend,rockhopper,0.03703703704,1.0,1.0,1.0,1.0,1.0,76,1
2087,jenkinsci,bitbucket-oauth-plugin,0.4087301587,1.0,1.0,1.0,1.0,1.0,76,3
2088,materialsproject,pymatgen,0.005780346821,0.0,1.0,1.0,1.0,1.0,25836,1
2089,elastic,elasticsearch,1.0,1.0,1.0,1.0,1.0,1.0,83528,1
2090,tomoh1r,ansible-vault,1.0,1.0,1.0,1.0,1.0,1.0,76,1
2091,moappi,json2html,0.03333333333,1.0,1.0,1.0,1.0,1.0,75,1
2092,enonic,xp,0.009345794393,0.0,1.0,1.0,1.0,1.0,24160,1
2093,rs,node-netmask,0.5,1.0,1.0,1.0,1.0,1.0,75,1
2094,jdennis,keycloak-httpd-client-install,0.5833333333,1.0,1.0,1.0,1.0,1.0,75,2
2095,jenkinsci,scm-filter-jervis-plugin,0.05263157895,1.0,1.0,1.0,1.0,1.0,74,1
2096,Prestaul,skeemas,0.3333333333,1.0,1.0,1.0,1.0,1.0,74,1
2097,jenkinsci,nuget-plugin,0.3333333333,1.0,1.0,1.0,1.0,1.0,74,1
2098,taoyuan,ntesseract,0.5,1.0,1.0,1.0,1.0,1.0,74,1
2099,npm,npm-user-validate,0.5,1.0,1.0,1.0,1.0,1.0,74,1
2100,HenrikJoreteg,html-parse-stringify,0.5,1.0,1.0,1.0,1.0,1.0,74,1
2101,actions,http-client,1.0,1.0,1.0,1.0,1.0,1.0,74,1
2102,hjson,hjson-java,0.05,1.0,1.0,1.0,1.0,1.0,73,1
2103,jonschlinkert,word-wrap,0.05882352941,1.0,1.0,1.0,1.0,1.0,73,1
2104,IonicaBizau,node-gry,0.06666666667,1.0,1.0,1.0,1.0,1.0,73,1
2105,crate,crate,0.1428571429,1.0,1.0,1.0,1.0,1.0,30496,1
2106,manvel-khnkoyan,jpv,0.09090909091,1.0,1.0,1.0,1.0,1.0,73,1
2107,Mostafa-Samir,zip-local,1.0,1.0,1.0,1.0,1.0,1.0,73,1
2108,jenkinsci,rpmsign-plugin,1.0,1.0,1.0,1.0,1.0,1.0,73,1
2109,entronad,crypto-es,0.5,1.0,1.0,1.0,1.0,1.0,72,1
2110,nmanousos,email-existence,0.2,1.0,1.0,1.0,1.0,1.0,71,1
2111,vvakame,fs-git,0.2,1.0,1.0,1.0,1.0,1.0,70,1
2112,DIRACGrid,DIRAC,0.01219512195,1.0,1.0,1.0,1.0,1.0,37217,1
2113,jaspernbrouwer,powerline-gitstatus,1.0,1.0,1.0,1.0,1.0,1.0,70,1
2114,jenkinsci,tinfoil-scan-plugin,0.2,1.0,1.0,1.0,1.0,1.0,69,1
2115,OnShift,turbogears,0.3333333333,1.0,1.0,1.0,1.0,1.0,69,1
2116,ankitects,anki,0.3493766938,0.6666666667,1.0,1.0,1.0,1.0,11568,3
2117,auth0,passport-wsfed-saml2,0.5,1.0,1.0,1.0,1.0,1.0,69,1
2118,kiorky,SOAPpy,1.0,1.0,1.0,1.0,1.0,1.0,69,1
2119,kohsuke,libpam4j,1.0,1.0,1.0,1.0,1.0,1.0,69,1
2120,omphalos,crud-file-server,0.3333333333,1.0,1.0,1.0,1.0,1.0,68,2
2121,frenchbread,private-ip,0.5,1.0,1.0,1.0,1.0,1.0,68,1
2122,stacklok,minder,0.1777314468,0.8125,1.0,1.0,1.0,1.0,4775,8
2123,Karlatemp,UnsafeAccessor,0.1,1.0,1.0,1.0,1.0,1.0,67,1
2124,tj,node-cookie-signature,0.25,1.0,1.0,1.0,1.0,1.0,67,1
2125,jenkinsci,seleniumhtmlreport-plugin,0.5,1.0,1.0,1.0,1.0,1.0,67,1
2126,JoeScho,get-ip-range,1.0,1.0,1.0,1.0,1.0,1.0,67,1
2127,jenkinsci,snowsoftware-commander-plugin,0.04545454545,1.0,1.0,1.0,1.0,1.0,66,1
2128,starkbank,ecdsa-java,0.04761904762,1.0,1.0,1.0,1.0,1.0,66,1
2129,strapi-community,strapi-plugin-protected-populate,0.5,1.0,1.0,1.0,1.0,1.0,66,1
2130,Turistforeningen,node-im-metadata,1.0,1.0,1.0,1.0,1.0,1.0,66,1
2131,litejs,uri-template-lite,1.0,1.0,1.0,1.0,1.0,1.0,66,1
2132,sviehb,jefferson,0.25,1.0,1.0,1.0,1.0,1.0,65,1
2133,yeikos,js.merge,0.3333333333,1.0,1.0,1.0,1.0,1.0,65,1
2134,sindresorhus,is-svg,0.5454545455,1.0,1.0,1.0,1.0,1.0,65,2
2135,llGaetanll,obx,0.1428571429,1.0,1.0,1.0,1.0,1.0,64,1
2136,discordjs,opus,0.3333333333,1.0,1.0,1.0,1.0,1.0,64,1
2137,jenkinsci,build-environment-plugin,0.5,1.0,1.0,1.0,1.0,1.0,64,1
2138,gulpjs,copy-props,0.5,1.0,1.0,1.0,1.0,1.0,64,1
2139,illagrenan,django-make-app,1.0,1.0,1.0,1.0,1.0,1.0,64,1
2140,irmen,Pyro3,0.1666666667,1.0,1.0,1.0,1.0,1.0,63,1
2141,sasstools,scss-tokenizer,1.0,1.0,1.0,1.0,1.0,1.0,63,1
2142,mattermost,mattermost-plugin-channel-export,0.125,1.0,1.0,1.0,1.0,1.0,62,1
2143,kaizhu256,node-phantomjs-lite,0.07692307692,1.0,1.0,1.0,1.0,1.0,61,1
2144,flynn,noise,0.125,1.0,1.0,1.0,1.0,1.0,61,1
2145,koajs,cors,0.511627907,1.0,1.0,1.0,1.0,1.0,61,2
2146,jenkinsci,custom-checkbox-parameter-plugin,0.0625,1.0,1.0,1.0,1.0,1.0,60,1
2147,antfu,utils,0.5,0.5,0.5,0.5,0.5,0.5,60,2
2148,duzun,URL.js,0.5,1.0,1.0,1.0,1.0,1.0,60,1
2149,hakobe,paranoidhttp,0.0625,1.0,1.0,1.0,1.0,1.0,58,1
2150,cvxopt,cvxopt,0.1428571429,1.0,1.0,1.0,1.0,1.0,58,1
2151,Masterminds,goutils,0.1428571429,1.0,1.0,1.0,1.0,1.0,58,1
2152,xiboon,kurwov,0.3333333333,1.0,1.0,1.0,1.0,1.0,58,1
2153,hoperyy,get-npm-package-version,0.5,1.0,1.0,1.0,1.0,1.0,58,1
2154,faye,websocket-extensions-node,1.0,1.0,1.0,1.0,1.0,1.0,58,1
2155,chalk,ansi-regex,0.1,1.0,1.0,1.0,1.0,1.0,57,1
2156,OneUptime,oneuptime,0.004524886878,0.0,1.0,1.0,1.0,1.0,30392,1
2157,nodef,heroku-addonpool,1.0,1.0,1.0,1.0,1.0,1.0,57,1
2158,berriai,litellm,0.008859723537,0.4,0.6,0.8,0.8,1.0,38798,5
2159,apache,streampipes,0.04660397074,0.5,1.0,1.0,1.0,1.0,11224,2
2160,jenkinsci,compuware-strobe-measurement-plugin,0.04347826087,1.0,1.0,1.0,1.0,1.0,56,1
2161,sonicdoe,ced,0.125,1.0,1.0,1.0,1.0,1.0,56,1
2162,isomorphic-git,cors-proxy,0.3333333333,1.0,1.0,1.0,1.0,1.0,55,1
2163,andrepolischuk,servst,0.5,1.0,1.0,1.0,1.0,1.0,55,1
2164,xsuchy,templated-dictionary,0.5,1.0,1.0,1.0,1.0,1.0,55,1
2165,isaacs,chownr,0.1666666667,1.0,1.0,1.0,1.0,1.0,54,1
2166,jessfraz,pastebinit,0.03225806452,1.0,1.0,1.0,1.0,1.0,53,1
2167,commenthol,safer-eval,0.05555555556,1.0,1.0,1.0,1.0,1.0,53,1
2168,pivotal-cf,spring-cloud-sso-connector,0.3333333333,1.0,1.0,1.0,1.0,1.0,53,1
2169,MrP,image-tiler,0.5,1.0,1.0,1.0,1.0,1.0,53,1
2170,pkrumins,node-tree-kill,0.6666666667,1.0,1.0,1.0,1.0,1.0,53,2
2171,koorchik,node-mystem3,0.03703703704,1.0,1.0,1.0,1.0,1.0,52,1
2172,deoxxa,dotty,0.3214285714,1.0,1.0,1.0,1.0,1.0,52,2
2173,fiznool,body-parser-xml,0.3333333333,1.0,1.0,1.0,1.0,1.0,52,1
2174,sahellebusch,flattenizer,1.0,1.0,1.0,1.0,1.0,1.0,52,1
2175,substack,node-syntax-error,0.08333333333,1.0,1.0,1.0,1.0,1.0,51,1
2176,apphp,js-object-resolver,1.0,1.0,1.0,1.0,1.0,1.0,51,1
2177,nescalante,urlregex,0.02,1.0,1.0,1.0,1.0,1.0,50,1
2178,bruno-robert,window-control,0.25,1.0,1.0,1.0,1.0,1.0,50,1
2179,nats-io,jwt,0.01754385965,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,49,3
2180,jenkinsci,artifact-repository-parameter-plugin,0.3333333333,1.0,1.0,1.0,1.0,1.0,49,1
2181,voodoocreation,ts-deepmerge,0.3333333333,1.0,1.0,1.0,1.0,1.0,49,1
2182,sindresorhus,semver-regex,0.4166666667,1.0,1.0,1.0,1.0,1.0,49,2
2183,vitessio,vitess,0.0303030303,1.0,1.0,1.0,1.0,1.0,50464,1
2184,samholmes,node-open-graph,0.5,1.0,1.0,1.0,1.0,1.0,49,1
2185,AhmedAdelFahim,express-xss-sanitizer,1.0,1.0,1.0,1.0,1.0,1.0,49,1
2186,jenkinsci,rhnpush-plugin,1.0,1.0,1.0,1.0,1.0,1.0,49,1
2187,inikulin,replicator,0.05882352941,1.0,1.0,1.0,1.0,1.0,48,1
2188,jenkinsci,computer-queue-plugin,0.1111111111,1.0,1.0,1.0,1.0,1.0,48,1
2189,jonschlinkert,assign-deep,0.35,1.0,1.0,1.0,1.0,1.0,48,2
2190,parisneo,lollms,0.2729563108,0.6363636364,1.0,1.0,1.0,1.0,1419,11
2191,loge5,conf-cfg-ini,0.2,1.0,1.0,1.0,1.0,1.0,47,1
2192,oblac,jodd-http,0.2,1.0,1.0,1.0,1.0,1.0,47,1
2193,selfcontained,deap,0.5,1.0,1.0,1.0,1.0,1.0,47,1
2194,fagbokforlaget,pdfinfojs,1.0,1.0,1.0,1.0,1.0,1.0,47,1
2195,dominictarr,libnested,1.0,1.0,1.0,1.0,1.0,1.0,47,1
2196,JstnMcBrd,dectalk-tts,0.07142857143,1.0,1.0,1.0,1.0,1.0,46,1
2197,KyleRoss,windows-cpu,0.1111111111,1.0,1.0,1.0,1.0,1.0,46,1
2198,zamotany,logkitty,0.2,1.0,1.0,1.0,1.0,1.0,46,1
2199,simpleledger,slp-validate,0.225,1.0,1.0,1.0,1.0,1.0,46,2
2200,simpleledger,slp-validate.js,0.3333333333,1.0,1.0,1.0,1.0,1.0,46,1
2201,eugeneware,changeset,0.5,1.0,1.0,1.0,1.0,1.0,46,1
2202,victornpb,asciitable.js,0.25,1.0,1.0,1.0,1.0,1.0,45,1
2203,Woorank,robots-txt-guard,0.05555555556,1.0,1.0,1.0,1.0,1.0,44,1
2204,xcritical-software,utilitify,0.25,1.0,1.0,1.0,1.0,1.0,44,1
2205,segmentio,is-url,0.5,1.0,1.0,1.0,1.0,1.0,44,1
2206,jenkinsci,upload-pgyer-plugin,1.0,1.0,1.0,1.0,1.0,1.0,44,1
2207,feross,git-pull-or-clone,0.25,1.0,1.0,1.0,1.0,1.0,43,1
2208,myshenin,aws-lambda-multipart-parser,1.0,1.0,1.0,1.0,1.0,1.0,43,1
2209,go-macaron,i18n,0.08333333333,1.0,1.0,1.0,1.0,1.0,42,1
2210,jonschlinkert,merge-deep,0.2222222222,1.0,1.0,1.0,1.0,1.0,42,2
2211,ARPSyndicate,puncia,1.0,1.0,1.0,1.0,1.0,1.0,42,1
2212,ipfs,go-bitfield,0.5,1.0,1.0,1.0,1.0,1.0,41,1
2213,decentraland,single-sign-on-client,0.2,1.0,1.0,1.0,1.0,1.0,40,1
2214,bigpipe,predefine,0.25,1.0,1.0,1.0,1.0,1.0,40,1
2215,go-macaron,csrf,0.3333333333,1.0,1.0,1.0,1.0,1.0,40,1
2216,rosen-vladimirov,global-modules-path,0.3333333333,1.0,1.0,1.0,1.0,1.0,40,1
2217,shime,find-exec,0.3333333333,1.0,1.0,1.0,1.0,1.0,40,1
2218,youngerheart,nodeserver,0.07692307692,1.0,1.0,1.0,1.0,1.0,39,1
2219,jquense,expr,0.2,1.0,1.0,1.0,1.0,1.0,39,1
2220,jenkinsci,spring-config-plugin,0.2,1.0,1.0,1.0,1.0,1.0,39,1
2221,sharpred,deepHas,0.3333333333,1.0,1.0,1.0,1.0,1.0,39,1
2222,herber,hekto,0.5,1.0,1.0,1.0,1.0,1.0,39,1
2223,Quernest,arr-flatten-unflatten,0.5,1.0,1.0,1.0,1.0,1.0,39,1
2224,agnivade,easy-scrypt,0.02777777778,1.0,1.0,1.0,1.0,1.0,38,1
2225,jaredhanson,oauth2orize-fprm,0.1111111111,1.0,1.0,1.0,1.0,1.0,38,1
2226,schnittstabil,merge-options,0.125,1.0,1.0,1.0,1.0,1.0,38,1
2227,jenkinsci,queue-cleanup-plugin,0.5,1.0,1.0,1.0,1.0,1.0,38,1
2228,vadimdemedes,secure-compare,1.0,1.0,1.0,1.0,1.0,1.0,38,1
2229,metarhia,metacalc,0.2,1.0,1.0,1.0,1.0,1.0,35,1
2230,lionello,secp256k1-js,0.5,1.0,1.0,1.0,1.0,1.0,35,1
2231,workos,authkit-remix,1.0,1.0,1.0,1.0,1.0,1.0,35,1
2232,lenovo,Antilles,0.1111111111,1.0,1.0,1.0,1.0,1.0,34,1
2233,IonicaBizau,set-or-get.js,0.25,1.0,1.0,1.0,1.0,1.0,34,1
2234,thenables,thenify,0.5,1.0,1.0,1.0,1.0,1.0,34,1
2235,remy,undefsafe,1.0,1.0,1.0,1.0,1.0,1.0,34,1
2236,RocketChat,Rocket.Chat,0.0243902439,1.0,1.0,1.0,1.0,1.0,26916,1
2237,michaelliao,jopenid,0.07692307692,1.0,1.0,1.0,1.0,1.0,32,1
2238,godaddy,node-config-shield,0.2,1.0,1.0,1.0,1.0,1.0,32,1
2239,jonschlinkert,mixin-deep,0.35,1.0,1.0,1.0,1.0,1.0,32,2
2240,horazont,xmpp-http-upload,0.5,1.0,1.0,1.0,1.0,1.0,32,1
2241,chaijs,get-func-name,0.5,1.0,1.0,1.0,1.0,1.0,32,1
2242,juliangruber,keypair,1.0,1.0,1.0,1.0,1.0,1.0,32,1
2243,dottgonzo,node-promise-probe,0.1666666667,1.0,1.0,1.0,1.0,1.0,31,1
2244,SimonWaldherr,zplgfa,1.0,1.0,1.0,1.0,1.0,1.0,31,1
2245,yuda-lyu,w-zip,0.2,1.0,1.0,1.0,1.0,1.0,30,1
2246,dwisiswant0,cwa-filter-rules,0.5,1.0,1.0,1.0,1.0,1.0,30,1
2247,gematik,app-referencevalidator,0.125,1.0,1.0,1.0,1.0,1.0,29,1
2248,kyivstarteam,react-native-sms-user-consent,0.3333333333,1.0,1.0,1.0,1.0,1.0,29,1
2249,lukeed,nestie,0.1666666667,1.0,1.0,1.0,1.0,1.0,28,1
2250,node-modules,charset,0.25,1.0,1.0,1.0,1.0,1.0,28,1
2251,commenthol,versionn,0.25,1.0,1.0,1.0,1.0,1.0,28,1
2252,lunary-ai,lunary,0.0,0.0,0.0,0.0,0.0,0.0,1000,6
2253,mastercactapus,proxyprotocol,0.3333333333,1.0,1.0,1.0,1.0,1.0,28,1
2254,Tjatse,ansi-html,0.3333333333,1.0,1.0,1.0,1.0,1.0,28,1
2255,frostming,rediswrapper,0.1428571429,1.0,1.0,1.0,1.0,1.0,27,1
2256,mat-sz,lettersanitizer,0.3333333333,1.0,1.0,1.0,1.0,1.0,27,1
2257,pediapress,pyfribidi,1.0,1.0,1.0,1.0,1.0,1.0,27,1
2258,thlorenz,parse-link-header,0.25,1.0,1.0,1.0,1.0,1.0,26,1
2259,skratchdot,object-path-set,0.3333333333,1.0,1.0,1.0,1.0,1.0,26,1
2260,open-telemetry,opentelemetry-collector-contrib,0.5106382979,1.0,1.0,1.0,1.0,1.0,16339,2
2261,jaz303,git-clone,1.0,1.0,1.0,1.0,1.0,1.0,26,1
2262,blakeembrey,js-template,1.0,1.0,1.0,1.0,1.0,1.0,26,1
2263,Maheshkumar-Kakade,otp-generator,0.2,1.0,1.0,1.0,1.0,1.0,25,1
2264,ronomon,opened,1.0,1.0,1.0,1.0,1.0,1.0,25,1
2265,rkesters,gnuplot,0.1111111111,1.0,1.0,1.0,1.0,1.0,24,1
2266,hapijs,formula,0.125,1.0,1.0,1.0,1.0,1.0,24,1
2267,thanethomson,MLAlchemy,0.5,1.0,1.0,1.0,1.0,1.0,24,1
2268,omrilotan,async-git,0.5,1.0,1.0,1.0,1.0,1.0,24,1
2269,Qwerios,madlib-object-utils,0.75,1.0,1.0,1.0,1.0,1.0,24,2
2270,webpack,webpack,0.02564102564,1.0,1.0,1.0,1.0,1.0,17611,1
2271,diegohaz,bodymen,1.0,1.0,1.0,1.0,1.0,1.0,24,1
2272,acstll,deep-get-set,0.1,1.0,1.0,1.0,1.0,1.0,23,1
2273,aws,aws-cdk,0.008849557522,0.0,1.0,1.0,1.0,1.0,15161,1
2274,sindresorhus,trim-newlines,1.0,1.0,1.0,1.0,1.0,1.0,23,1
2275,hlfshell,controlled-merge,1.0,1.0,1.0,1.0,1.0,1.0,22,1
2276,hyperledger,fabric,0.09090909091,1.0,1.0,1.0,1.0,1.0,14901,1
2277,rrainn,PortProcesses,0.1666666667,1.0,1.0,1.0,1.0,1.0,21,1
2278,vvo,node-whereis,0.5,1.0,1.0,1.0,1.0,1.0,21,1
2279,nanobox-io,golang-nanoauth,0.5,1.0,1.0,1.0,1.0,1.0,21,1
2280,tinacms,tinacms,0.07692307692,1.0,1.0,1.0,1.0,1.0,11736,1
2281,JPeer264,node-git-commit-info,0.5,1.0,1.0,1.0,1.0,1.0,21,1
2282,ahdinosaur,set-in,0.5,1.0,1.0,1.0,1.0,1.0,20,2
2283,FireBlinkLTD,object-collider,0.5,1.0,1.0,1.0,1.0,1.0,20,1
2284,paypal,nemo-appium,1.0,1.0,1.0,1.0,1.0,1.0,20,1
2285,jenkinsci,agent-server-parameter-plugin,0.125,1.0,1.0,1.0,1.0,1.0,19,1
2286,cloudflare,golz4,0.25,1.0,1.0,1.0,1.0,1.0,19,1
2287,SamVerschueren,decode-uri-component,0.25,1.0,1.0,1.0,1.0,1.0,19,1
2288,davideicardi,confinit,0.3333333333,1.0,1.0,1.0,1.0,1.0,19,1
2289,lirantal,git-promise,1.0,1.0,1.0,1.0,1.0,1.0,19,1
2290,mytrile,node-libnotify,0.1666666667,1.0,1.0,1.0,1.0,1.0,18,1
2291,skoranga,node-dns-sync,0.3034188034,1.0,1.0,1.0,1.0,1.0,18,3
2292,rumkin,keyget,1.0,1.0,1.0,1.0,1.0,1.0,18,1
2293,valexandersaulys,tiny-csrf,1.0,1.0,1.0,1.0,1.0,1.0,18,1
2294,brycebaril,node-flatnest,1.0,1.0,1.0,1.0,1.0,1.0,18,1
2295,robinweser,fast-loops,1.0,1.0,1.0,1.0,1.0,1.0,18,1
2296,jbgutierrez,path-parse,0.25,1.0,1.0,1.0,1.0,1.0,17,1
2297,jonschlinkert,defaults-deep,0.5,1.0,1.0,1.0,1.0,1.0,17,1
2298,whyrusleeping,tar-utils,0.5,1.0,1.0,1.0,1.0,1.0,17,1
2299,doowb,set-getter,1.0,1.0,1.0,1.0,1.0,1.0,17,1
2300,natelong,p4,1.0,1.0,1.0,1.0,1.0,1.0,17,1
2301,mattkrick,sanitize-svg,0.25,1.0,1.0,1.0,1.0,1.0,16,1
2302,sakaiproject,sakai,0.02173913043,1.0,1.0,1.0,1.0,1.0,100000,1
2303,DCKT,localhost-now,1.0,1.0,1.0,1.0,1.0,1.0,16,1
2304,jaw187,node-traceroute,0.2,1.0,1.0,1.0,1.0,1.0,15,1
2305,withastro,astro,0.01176470588,1.0,1.0,1.0,1.0,1.0,17406,1
2306,daaku,nodejs-tmpl,0.2,1.0,1.0,1.0,1.0,1.0,15,1
2307,saeedseyfi,exec-local-bin,0.5,1.0,1.0,1.0,1.0,1.0,15,1
2308,btcsuite,go-socks,1.0,1.0,1.0,1.0,1.0,1.0,15,1
2309,GuyMograbi,kill-by-port,1.0,1.0,1.0,1.0,1.0,1.0,15,1
2310,tiny-conf,tiny-conf,0.3333333333,1.0,1.0,1.0,1.0,1.0,14,1
2311,vgno,koa-remove-trailing-slashes,0.5,1.0,1.0,1.0,1.0,1.0,14,1
2312,tnantoka,public,1.0,1.0,1.0,1.0,1.0,1.0,14,1
2313,fardog,trailing-slash,0.5,1.0,1.0,1.0,1.0,1.0,13,1
2314,eivindfjeldstad,dot,1.0,1.0,1.0,1.0,1.0,1.0,13,1
2315,viking04,merge,1.0,1.0,1.0,1.0,1.0,1.0,13,1
2316,75lb,deep-merge,1.0,1.0,1.0,1.0,1.0,1.0,13,1
2317,developmentil,ecdh,0.3333333333,1.0,1.0,1.0,1.0,1.0,11,1
2318,Giskard-AI,giskard,0.06666666667,1.0,1.0,1.0,1.0,1.0,17306,1
2319,piranna,linux-cmdline,0.3333333333,1.0,1.0,1.0,1.0,1.0,10,1
2320,expressjs,basic-auth-connect,0.5,1.0,1.0,1.0,1.0,1.0,10,1
2321,yi-ge,unzip,1.0,1.0,1.0,1.0,1.0,1.0,10,1
2322,melnaron,mel-spintax,0.1428571429,1.0,1.0,1.0,1.0,1.0,9,1
2323,ASaiAnudeep,deep-override,0.1666666667,1.0,1.0,1.0,1.0,1.0,8,1
2324,pjshumphreys,patchmerge,0.5,1.0,1.0,1.0,1.0,1.0,8,1
2325,ashaffer,cached-path-relative,1.0,1.0,1.0,1.0,1.0,1.0,8,1
2326,simenkid,mt7688-wiscan,1.0,1.0,1.0,1.0,1.0,1.0,8,1
2327,juju,juju,0.0,0.0,0.0,0.0,0.0,0.0,34990,3
2328,ssnau,killport,0.5,1.0,1.0,1.0,1.0,1.0,7,1
2329,google,safearchive,0.5,1.0,1.0,1.0,1.0,1.0,7,1
2330,jhuckaby,pixl-class,1.0,1.0,1.0,1.0,1.0,1.0,7,1
2331,mattinsler,connie-lang,1.0,1.0,1.0,1.0,1.0,1.0,7,1
2332,micropython,micropython,0.4814814815,1.0,1.0,1.0,1.0,1.0,16678,3
2333,artdarek,go-unzip,0.3333333333,1.0,1.0,1.0,1.0,1.0,6,1
2334,Janpot,mongodb-instance,1.0,1.0,1.0,1.0,1.0,1.0,6,1
2335,tony-tsx,cookiex-deep,0.3333333333,1.0,1.0,1.0,1.0,1.0,5,1
2336,strikeentco,set,0.5,1.0,1.0,1.0,1.0,1.0,4,1
0,apache,derby,1.0,0.7111111111,0.7777777778,0.7777777778,0.7777777778,0.7777777778,8269,3
1,jetty-project,codehaus-jetty6,0.01272789818,0.5,1.0,1.0,1.0,1.0,9638,2
2,robo-code,robocode,1.0,1.0,1.0,1.0,1.0,1.0,2639,2
3,tensorflow,tensorflow,0.04692097586,0.1593137255,0.3288398693,0.4044117647,0.5437091503,0.9187091503,100000,408
4,apache,jackrabbit,0.09090909091,1.0,1.0,1.0,1.0,1.0,9343,2
5,apache,xerces2-j,0.05952380952,1.0,1.0,1.0,1.0,1.0,5510,2
6,PyGreSQL,PyGreSQL,0.25,1.0,1.0,1.0,1.0,1.0,1161,1
7,quarkusio,quarkus,0.01346542626,0.3333333333,0.6666666667,0.8333333333,0.8333333333,0.8333333333,100000,6
8,michaelliao,jopenid,0.07692307692,1.0,1.0,1.0,1.0,1.0,32,1
9,apache,camel,0.1323352227,0.3333333333,0.3717948718,0.6987179487,0.8653846154,0.9903846154,74129,13
