owner	repo	commit	token
cloudfoundry	uaa	9d44cb0c7c25ccae95bfa1c2d59ce46200c643cb	1986
cloudfoundry	uaa	2dbeb9e93e076d71d7f0886dea9f77f23e0b8f3c	3216
cloudfoundry	uaa	74b9b270787aa602196d59d58893c3a6e09816f9	3463
cloudfoundry	uaa	4f942064d85454a4bcc4da04cd482d114816c14a	6435
cloudfoundry	uaa	aa308c463eaec96704198c2686306c9fc42f126e	1960
cloudfoundry	uaa	1f529fcb43fd200cab10587e889343ef1683c6e6	1093
cloudfoundry	uaa	3f0730a015d10166de23b7e036743c185f0576a6	6419
cloudfoundry	uaa	95b7d9e7fae534a362b98de1df5bf501cd52c481	2970
cloudreve	Cloudreve	4b85541d73949969f41ad46d1e00544c9f1a7538	908
cmusatyalab	opendiamond	398049c187ee644beabab44d6fece82251c1ea56	2078
cobbler	cobbler	18eb1c06779b37d89dfb2962a08236dd1bab24a6	4040
cobbler	cobbler	4bee30b4086a8d845bea5d39d6f2cba1f4a396aa	4155
cobbler	cobbler	1b4f9ecf051422eb8512794701900f6199651442	2597
cobbler	cobbler	6d9167e5da44eca56bdf42b5776097a6779aaadf	2437
cobbler	cobbler	4b20397425a5d42a2d8927233654f4d7435bd4c2	1603
cobbler	cobbler	1b91a3d3ac87c31d9dac2307513feb2aa49620a6	180
cobbler	cobbler	d8f60bbf14a838c8c8a1dba98086b223e35fe70a	1733
cobbler	cobbler	10b2112db83fedfc391e900edfedc2b4e507d3f7	267
cobbler	cobbler	9044aa990a94752fa5bd5a24051adde099280bfa	763
cobbler	cobbler	32c5cada013dc8daa7320a8eda9932c2814742b0	402
cobbler	cobbler	e19717623c10b29e7466ed4ab23515a94beb2dda	262
cocagne	pysrp	dba52642f5e95d3da7af1780561213ee6053195f	135
codecentric	spring-boot-admin	f1f6ac6f613e1c0afc121c8989f28b4155a6797a	2112
codeclysm	extract	4a98568021b8e289345c7f526ccbd7ed732cf286	1895
codecov	codecov-node	c0711c656686e902af2cd92d6aecc8074de4d83d	1684
codecov	codecov-node	02cf13d8b93ac547b5b4c2cfe186b7d874fd234f	1251
codecov	codecov-python	2a80aa434f74feb31242b6f213b75ce63ae97902	587
codehaus-plexus	plexus-archiver	f8f4233508193b70df33759ae9dc6154d69c2ea8	567
codehaus-plexus	plexus-archiver	54759839fbdf85caf8442076f001d5fd64e0dcb2	1704
codehaus-plexus	plexus-utils	b38a1b3a4352303e4312b2bb601a0d7ec6e28f41	5529
codehaus-plexus	plexus-utils	33a2853df8185b4519b1b8bfae284f03392618ef	245
codehaus-plexus	plexus-utils	f933e5e78dc2637e485447ed821fe14904f110de	240
codemirror	CodeMirror	55d0333907117c9231ffdf555ae8824705993bbb	217
codenameone	CodenameOne	dad49c9ef26a598619fc48d2697151a02987d478	3511
codenotary	immudb	7267d67e28be8f0257b71d734611a051593e8a81	3989
codenotary	immudb	cade04756ff3f0a3b9e8d24149062744574adf5d	2185
codenotary	immudb	acf7f1b3d62436ea5e038acea1fc6394f90ab1c6	331191
coder	code-server	d477972c68fc8c8e8d610aa7287db87ba90e55c7	7834
coder	coder	4439a920e454a82565e445e4376c669e3b89591c	602
codex-team	editor.js	f659015be6de8e6f0c322c5ff4d1a4532d2f29a2	7803
codingjoe	django-s3file	68ccd2c621a40eb66fdd6af2be9d5fcc9c373318	5786
colinhacks	zod	2ba00fe2377f4d53947a84b8cdb314a63bbd6dd4	1999
collective	collective.contact.widget	5da36305ca7ed433782be8901c47387406fcda12	1079
collective	collective.dms.basecontent	6c4d616fcc771822a14ebae5e23f3f6d96d134bd	1226
collective	collective.task	1aac7f83fa2c2b41d59ba02748912953461f3fac	1184
cometd	cometd	bb445a143fbf320f17c62e340455cd74acfb5929	5241
commenthol	safer-eval	1c29f6a6e304fb650c05056e217e457a0d2cc3c5	176
commenthol	serialize-to-js	1cd433960e5b9db4c0b537afb28366198a319429	3091
commenthol	serialize-to-js	181d7d583ae5293cd47cc99b14ad13352875f3e3	527
commenthol	versionn	2ca128823efe962b37f2698f0eb530c2b124842d	787
containerd	containerd	4a4bb851f5da563ff6e68a83dc837c7699c469ad	2449
containerd	containerd	a731039238c62be081eb8c31525b988415745eea	599
containerd	containerd	241563be06a3de8b6a849414c4e805b68d3bb295	416
containerd	containerd	c1bcabb4541930f643aa36a2b38655e131346382	0
containerd	imgcrypt	6fdd9818a4d8142107b7ecd767d839c9707700d9	454
containernetworking	plugins	ad10b6fa91aacd720f1f9ab94341a97a82a24965	284
containers	buildah	a468ce0ffd347035d53ee0e26c205ef604097fb0	2174
containers	buildah	90b3254c7404039c1c786999ac189654228f6e0e	363
containers	buildah	e7e55c988c05dd74005184ceb64f097a0cfe645b	595
containers	buildah	aa67e5d71ee7ec07122a210baa3b13966a9e086c	5300
containers	image	634605d06e738aec8332bcfd69162e7509ac7aaf	655
containers	image	4c7a23f82ef09127b0ff28366d1cf31316dd6cc1	1728
containers	image	132678b47bae29c710589012668cb85859d88385	134
containers	libpod	5c09c4d2947a759724f9d5aef6bac04317e03f7e	326
containers	podman	a7e864e6e7de894d4edde4fff00e53dc6a0b5074	0
containers	podman	c140ecdc9b416ab4efd4d21d14acd63b6adbdd42	0
containers	podman	dcf3c742b1ac4d641d66810113f3d17441a412f4	0
containers	podman	aafa80918a245edcbdaceb1191d749570f1872d0	1514
containers	podman	c8eeab21cf0a4f670be0cd399dd06fd5d4e06dfe	0
containers	podman	7934b77dd5372c22063686a218b8b48c2fcaca8c	0
containers	podman	6ca857feb07a5fdc96fd947afef03916291673d8	861
containers	storage	306fcabc964470e4b3b87a43a8f6b7d698209ee1	75258
containous	traefik	2b353971696717e980521b0e4baa1eba66c8d2bf	10329
containous	traefik	e63db782c11c7b8bfce30be4c902e7ef8f9f33d2	805
containous	traefik	e2c5f3712f68993de8ed3cb30da9ec0aa11acb09	9946
containrrr	shoutrrr	6a27056f9d7522a8b493216195cb7634bf4b5c42	4222
conversejs	converse.js	ba09996998df38a5eb76903457fbb1077caabe25	0
cookiecutter	cookiecutter	fdffddb31fd2b46344dfa317531ff155e7999f77	2086
corazawaf	coraza	24af0c8cf4f10bab558740b595712be3b85493ec	2462
corazawaf	coraza	a5239ba3ce839e14d9b4f9486e1b4a403dcade8c	571
corazawaf	coraza	e1b119b83e12c64f0957e00e8cad45a1b5f012f8	3062
coredns	coredns	604a902e2c7e0317aecaa3666124079c75a31573	340
coredns	coredns	997c7f953962d47c242273f0e41398fdfb5b0151	12830
coreos	etcd	a7e5790c82039945639798ae9a3289fe787f5e56	542
coreybutler	node-windows	a379d31366edbd7a672a981e6c09e185ab448dd3	277
cortexproject	cortex	d9e1f81f40c607b9e97c2fc6db70ae54679917c4	1982
cortexproject	cortex	03e023d8b012887b31cc268d0d011b01e1e65506	1317
corydolphin	flask-cors	67c4b2cc98ae87cf1fa7df4f97fd81b40c79b895	1702
corydolphin	flask-cors	7ae310c56ac30e0b94fb42129aa377bf633256ec	1405
corydolphin	flask-cors	c8514760cf03fcce16d77f6db7007aad429c4548	1546
cosmos	ethermint	d7bdbd7488644f0aaeee5cdcdc119c863f199f72	896
couchbase	sync_gateway	97adb5b496aa96aa70398018ea96da913ffd8d8c	4450
cowtowncoder	java-merge-sort	450fdee70b5f181c2afc5d817f293efa1a543902	249
crate	crate	4e857d675683095945dd524d6ba03e692c70ecd6	5115
creharmony	node-etsy-client	b4beb8ef080366c1a87dbf9e163051a446acaa7d	2666
crewjam	saml	da4f1a0612c0a8dd0452cf8b3c7a6518f6b4d053	13229
crewjam	saml	8e9236867d176ad6338c870a84e2039aef8a5021	1209
crewjam	saml	aee3fb1edeeaf1088fcb458727e0fd863d277f8b	15976
crewjam	saml	b07b16cf83c4171d16da4d85608cb827f183cd79	2172
cri-o	cri-o	f032cf649ecc7e0c46718bd9e7814bfb317cb544	102
cri-o	cri-o	db3b399a8d7dabf7f073db73894bee98311d7909	544
cri-o	cri-o	75effcb1a25851a736e82dba1f7d8cee93ee159e	994
cri-o	cri-o	e8e7dcb7838d11b5157976bf3e31a5840bb77de7	2534
cronvel	string-kit	9cac4c298ee92c1695b0695951f1488884a7ca73	3733
cronvel	terminal-kit	a2e446cc3927b559d0281683feb9b821e83b758c	699493
cronvel	tree-kit	a63f559c50d70e8cb2eaae670dec25d1dbc4afcd	13930
cronvel	tree-kit	61bf10cf0dbddaeea3f198cfe7cb469f360d82bc	21985
crossplane	crossplane-runtime	53508a9f4374604db140dd8ab2fa52276441e738	1340
crossplane	crossplane-runtime	f67177024d906aaf5e13ee7cd470b4e87a9fef40	12341
cryptocoinjs	secp256k1-node	9a15fff274f83a6ec7f675f1121babcc0c42292f	685
csaf-poc	csaf_distribution	17f22855ee8d4270dd17ff748c30ed7304846fdc	2150
cthackers	adm-zip	62f64004fefb894c523a7143e8a88ebe6c84df25	288
cube-js	cube.js	3c614674fed6ca17df08bbba8c835ef110167570	1323
cube-js	cube.js	f1140de508e359970ac82b50bae1c4bf152f6041	1350
cubefs	cubefs	dd46c24873c8f3df48d0a598b704ef9bd24b1ec1	2114
cubefs	cubefs	6a0d5fa45a77ff20c752fa9e44738bf5d86c84bd	329
cubefs	cubefs	8555c6402794cabdf2cc025c8bea1576122c07ba	672
cubefs	cubefs	972f0275ee8d5dbba4b1530da7c145c269b31ef5	165
cure53	DOMPurify	7601c33a57e029cce51d910eda5179a3f1b51c83	14069
cure53	DOMPurify	02724b8eb048dd219d6725b05c3000936f11d62d	306462
cure53	DOMPurify	d1dd0374caef2b4c56c3bd09fe1988c3479166dc	453511
cure53	DOMPurify	1e520262bf4c66b5efda49e2316d6d1246ca7b21	462771
cvxopt	cvxopt	d5a21cf1da62e4269176384b1ff62edac5579f94	341242
cyanomiko	dcnnt-py	b4021d784a97e25151a5353aa763a741e9a148f5	260
cyface	django-termsandconditions	03396a1c2e0af95e12a45c5faef7e47a4b513e1a	1630
cypress-io	request	c5bcf21d40fb61feaff21a0e5a2b3934a440024f	1654
d0c-s4vage	lookatme	72fe36b784b234548d49dae60b840c37f0eb8d84	390
daaku	nodejs-tmpl	4c654e4d1542f329ed561fd95ccd80f30c6872d6	145
dablelv	go-huge-util	0e308b0fac8973e6fa251b0ab095cdc5c1c0956b	2779
dahlia	fedify	30f9cf4a175704a04c874f3ea88414c5f1e00b28	3053
dahlia	fedify	c641e976089dd913f649889c1bfb016df04e86ba	134
danocmx	node-tf2-item-format	5cffcc16a9261d6a937bda72bfe6830e02e31eec	2262
dapr	dapr	83ca1abb11ffe34211db55dcd36d96b94252827a	1653
dask	distributed	afce4be8e05fb180e50a9d9e38465f1a82295e1b	567
datacharmer	dbdeployer	548e256c1de2f99746e861454e7714ec6bc9bb10	25586
dataease	dataease	72f428e87b5395c03d2f94ef6185fc247ddbc8dc	0
davedoesdev	python-jwt	6c5075469847b9e8b6e5336077d989d77a4d2bf1	4015
davedoesdev	python-jwt	88ad9e67c53aa5f7c43ec4aa52ed34b7930068c9	9074
davewasmer	devcert	b0763215f6683271d296fda98f7ef7bcd4a55977	2266
davideicardi	confinit	a34e06ca5c1c8b047ef112ef188b2fe30d2a1eab	14476
dbartholomae	lambda-middleware	f689404d830cbc1edd6a1018d3334ff5f44dc6a6	891
dbt-labs	dbt-core	0c08d7a19ad1740be3cb0b2e6d9d64f6537176f7	819
dcodeIO	ClosureCompiler.js	e59848f5975e5b15279c044daf9cff8ff192bae6	208
debezium	debezium	58ef4f0b98428cc795c2844eaa6e1762e8248227	1305
debug-js	debug	71169065b5262f9858ac78cc0b688c84a438f290	4567
debug-js	debug	b6d12fdbc63b483e5c969da33ea6adc09946b5ac	160
debug-js	debug	f53962e944a87e6ca9bb622a2a12dffc22a9bb5a	157
debug-js	debug	c38a0166c266a679c8de012d4eaccec3f944e685	156
decentraland	single-sign-on-client	bd20ea9533d0cda30809d929db85b1b76cef855a	221334
deeplook	svglib	35686a130ed260c71a382a8f83d41fd31a46704d	556
deepset-ai	haystack	5fc84904f198de661d5b933fde756aa922bf09f1	673
deepset-ai	haystack	3fed1366c448b02189851bf08166c1f6477a02b0	4102
deis	workflow-manager	31fe3bccbdde134a185752e53380330d16053f7f	888
deislabs	oras	96cd90423303f1bb42bd043cb4c36085e6e91e8e	2135
delgan	loguru	4b0070a4f30cbf6d5e12e6274b242b62ea11c81b	836
delgan	loguru	ea39375e62f9b8f18e2ca798a5c0fb8c972b7eaa	1284
delvedor	find-my-way	ab408354690e6b9cf3c4724befb3b3fa4bb90aac	1050
delvedor	find-my-way	5e9e0eb5d8d438e06a185d5e536a896572dd0440	1448
delvedor	find-my-way	66fa03923355b8da1db4ba572d66a4fee4a57cf5	3092
deoxxa	dotty	88f61860dcc274a07a263c32cbe9d44c24ef02d7	16246
deoxxa	dotty	cd997d37917186c131be71501a698803f2b7ebdb	15085
destinygg	chat	bebd256fc3063111fb4503ca25e005ebf6e73780	616
detekt	detekt	c965a8d2a6bbdb9bcfc6acfa7bbffd3da81f5395	407
developmentil	ecdh	ef4560e7233f4e8107a17a77bc540121599c78fa	19677
devent	globalpom-utils	77a820bac2f68e662ce261ecb050c643bd7ee560	1475
devfile	registry-support	0e44b9ca6d03fac4fc3f77d37656d56dc5defe0d	26545
devsnd	cherrymusic	62dec34a1ea0741400dd6b6c660d303dcd651e86	526
devtron-labs	devtron	1540271bd777b6bccd288e513a9070d8f04b6056	2771
dexidp	dex	324b1c886b407594196113a3dbddebe38eecd4e8	4694
dexidp	dex	49471b14c8080ddb034d4855841123d378b7a634	821
dexidp	dex	5bbdb4420254ba73b9c4df4775fe7bdacf233b17	1923
dgarijo	Widoco	f2279b76827f32190adfa9bd5229b7d5a147fa92	245
dgilland	pydash	6ff0831ad285fff937cafd2a853f20cc9ae92021	773
dgtlmoon	changedetection.io	402f1e47e78ecd155b1e90f30cce424ff7763e0f	192
dgtlmoon	changedetection.io	c0f000b1d1ce03733460805dbbedde445fe2c762	2579
dgtlmoon	changedetection.io	49bc982c697169c98b79698889fb9d26f6b3317f	810
dhowden	tag	4b595ed4fac79f467594aa92f8953f90f817116e	210
dhowden	tag	6b18201aa5c5535511802ddfb4e4117686b4866d	176
dhowden	tag	a92213460e4838490ce3066ef11dc823cdc1740e	249
dhowden	tag	d52dcb253c63a153632bfee5f269dd411dcd8e96	346
diegohaz	bodymen	5d52e8cf360410ee697afd90937e6042c3a8653b	537
diegohaz	querymen	1987fefcb3b7508253a29502a008d5063a873cef	880
diffplug	goomph	25f04f67ba62d9a14104bee13a0a0f2517afb8c8	264
digitalbazaar	forge	6a1e3ef74f6eb345bcff1b82184201d1e28b6756	1355
digitalbazaar	forge	db8016c805371e72b06d8e2edfe0ace0df934a5e	3204
digitalbazaar	forge	3f0b49a0573ef1bb7af7f5673c0cfebf00424df1	13987
digitalbazaar	forge	bb822c02df0b61211836472e29b9790cc541cdb2	688
digitalbazaar	zcap	261eea040109b6e25159c88d8ed49d3c37f8fcfe	4462
digitalbazaar	zcap	55f8549c80124b85dfb0f3dcf83f2c63f42532e5	97
dinever	golf	3776f338be48b5bc5e8cf9faff7851fc52a3f1fe	218
directus	directus	6da3f1ed5034115b1da00440008351bf0d808d83	1427
directus	directus	ff53d3e69a602d05342e15d9bb616884833ddbff	4474
directus	directus	349536303983ccba68ecb3e4fb35315424011afc	1297
directus	directus	243eed781b42d6b4948ddb8c3792bcf5b44f55bb	623
directus	directus	a8ef790ea2d28b1727f9027d99bd360920d57919	585
directus	directus	a5a1c26ac48795ed3212a4c51b9523588aff4fa0	1179
directus	directus	5477d7d61babd7ffc2f835d399bf79611b15b203	8181
directus	directus	a6172f8a6a0f31a6bf4305a090de172ebfb63bcf	738
directus	directus	e70a90c267bea695afce6545174c2b77517d617b	2609
directus	directus	7d2a1392f43613094de700062aba168a9400dd3b	773
directus	directus	d577b44231c0923aca99cac5770fd853801caee1	2435
directus	directus	543b345695071c1de61a35004bd063fe59dba0c8	1276
directus	directus	454cb534d6ffa547feb11f4d74b932ae7368dae2	312
directus	directus	769fa22797bff5a9231599883b391e013f122e52	303
directus	directus	8cbf943b65fd4a763d09a5fdbba8996b1e7797ff	907
discordjs	opus	406249f3fca484a2af97a34ceb989019efa09bc7	38453
distribution	distribution	91c507a39abfce14b5c8541cf284330e22208c0f	283
distribution	distribution	f55a6552b006a381d9167e328808565dd2bf77dc	6388
divio	django-cms	f77cbc607d6e2a62e63287d37ad320109a2cc78a	0
django	channels	e85874d9630474986a6937430eac52db79a2a022	1643
django	django	dd16b17099b7d86f27773df048c5014cf439b282	253
django	django	9305c0e12d43c4df999c3301a1f0c742264a657e	1468
django	django	cbe6d5568f4f5053ed7228ca3c3d0cce77cf9560	1548
django	django	ae3535169af804352517b7fea94a42a1c9c4b762	807
django	django	5307ce565fbedb9cc27cbe7c757b41a00438d37c	1804
django	django	82c9169077a066995e3b00aac551bf1c8a89d98a	1117
django	django	8cc41ce7a7a8f6bebfdd89d5ab276cd0109f4fc5	1630
django	django	316bc3fc9437c5960c24baceb93c73f1939711e4	1308
django	django	c5544d289233f501917e25970c03ed444abbd4f0	1585
django	django	67b46ba7016da2d259c1ecc7d666d11f5e1cfaab	4661
django	django	6fe846a8f08dc959003f298b5407e321c6fe3735	449
django	django	bf39978a53f117ca02e9a0c78b76664a41a54745	1429
django	django	5b1fbcef7a8bec991ebe7b2a18b5d5a95d72cb70	2656
django	django	8d7271578d7b153435b40fe40236ebec43cbf1b9	3051
django	django	1853724acaf17ed7414d54c7d2b5563a25025a71	1842
django	django	eb31d845323618d688ad429479c6dda973056136	1915
django	django	6695d29b1c1ce979725816295a26ecc64ae0e927	2970
django	django	e1e81aa1c4427411e3c68facdd761229ffea6f6f	2095
django	django	05413afa8c18cdb978fcdf470e09f7a12b234a23	2420
django	django	dae83a24519d6f284c74414e0b81d64d9b5a0db4	699
django	django	d4dcd5b9dd9e462fec8220e33e3e6c822b7e88a6	1267
django	django	93cae5cb2f9a4ef1514cf1a41f714fef08005200	2798
django	django	6723a26e59b0b5429a0c5873941e01a2e1bdbb81	2527
django	django	5e2f4ddf2940704a26a4ac782b851989668d74db	2140
django	django	bd062445cffd3f6cc6dcd20d13e2abed818fa173	1178
django	django	877c800f255ccaa7abde1fb944de45d1616f5cc9	12567
django	django	ad0410ec4f458aa39803e5f6b9a3736527062dcd	4218
django	django	55519d6cf8998fe4c8f5c8abffc2b10a7c3d14e9	2750
django-cms	django-cms	241d1cbe47a68f5d271ce4d27ad5e32e2c360ec3	1013
django-cms	django-filer	f8209a6507680661bd134cd30878993b79ef3344	2242
django-cms	djangocms-attributes-field	fe68d29ab78db5885bc31b67cf0537f1f02b33ad	5403
django-helpdesk	django-helpdesk	2c7065e0c4296e0c692fb4a7ee19c7357583af30	331
django-helpdesk	django-helpdesk	44abb197120a843cce5b5fe8276e4a44b8bb2f48	614
django-helpdesk	django-helpdesk	04483bdac3b5196737516398b5ce0383875a5c60	139
django-helpdesk	django-helpdesk	a22eb0673fe0b7784f99c6b5fd343b64a6700f06	181
django-wiki	django-wiki	9eaccc7519e4206a4d2f22640882f0737b2da9c5	754
django-wiki	django-wiki	8e280fd6c0bd27ce847c67b2d216c6cbf920f88c	1715
djblets	djblets	50000d0bbb983fa8c097b588d06b64df8df483bd	254
djblets	djblets	77a68c03cd619a0996f3f37337b8c39ca6643d6e	714
djblets	djblets	e2c79117efd925636acd871a5f473512602243cf	244
djblets	djblets	77ac64642ad530bf69e390c51fc6fdcb8914c8e7	802
dlitz	pycrypto	19dcf7b15d61b7dc1a125a367151de40df6ef175	2756
dlitz	pycrypto	8dbe0dc3eea5c689d4f76b37b93fe216cf1f00d4	1048
dnsjava	dnsjava	2073a0cdea2c560465f7ac0cc56f202e6fc39705	45631
docker	docker	707ef9618b3b26a0534a0af732a22f159eccfaa5	636
docker	docker	8caacb18f8019dfda30d79c327397e5f5783c068	537
docker	docker	3ac6394b8082d4700483d52fbfe54914be537d9e	1538
docker	docker	c9379eb3fbbc484c056f5a5e49d8d0b755a29c45	1514
docsifyjs	docsify	ff2a66f12752471277fe81a64ad6c4b2c08111fe	574
docsifyjs	docsify	c24f7f6f0b87a87f6dd3755f69eb0969ebb029c9	318
documize	community	a4384210d4d0d6b18e6fdb7e155de96d4a1cf9f3	2031
dojo	dojo	9117ffd5a3863e44c92fcd58564c0da22be858f4	5258
dojo	dojo	20a00afb68f5587946dc76fbeaa68c39bda2171d	390
dojo	dojox	abd033a787c718abc1a390f480ac3ea61288e5ee	9351
dojo	dojox	47d1b302b5b23d94e875b77b9b9a8c4f5622c9da	252
dollarshaveclub	shave	da7371b0531ba14eae48ef1bb1456a3de4cfa954	3756
dom4j	dom4j	e598eb43d418744c4dbf62f647dd2381c9ce9387	3399
dom4j	dom4j	c2a99d7dee8ce7a4e5bef134bb781a6672bd8a0f	3399
dom4j	dom4j	1707bf3d898a8ada3b213acb0e3b38f16eaae73d	271
dom4j	dom4j	a8228522a99a02146106672a34c104adbda5c658	16885
dominictarr	libnested	c1129865d75fbe52b5a4f755ad3110ca5420f2e1	552
doowb	set-getter	66eb3f0d4686a4a8c7c3d6f7ecd8e570b580edc4	497
dottgonzo	node-promise-probe	0d9affb67fc1ad985903536d35372cf55efe5a45	4587
dpgaspar	Flask-AppBuilder	780bd0e8fbf2d36ada52edb769477e0a4edae580	287
dpgaspar	Flask-AppBuilder	6af28521589599b1dbafd6313256229ee9a4fa74	2975
dpgaspar	Flask-AppBuilder	eba517aab121afa3f3f2edb011ec6bc4efd61fbc	2731
dpgaspar	Flask-AppBuilder	e2b744c258ff62ece9d5ac7172c3b4644ff4c2fe	1223
dpgaspar	Flask-AppBuilder	ae25ad4c87a9051ebe4a4e8f02aee73232642626	3446
dpgaspar	Flask-AppBuilder	6336456d83f8f111c842b2b53d1e89627f2502c8	2289
dpgaspar	Flask-AppBuilder	3d17741886e4b3c384d0570de69689e4117aa812	253
dpgaspar	Flask-AppBuilder	3030e881d2e44f4021764e18e489fe940a9b3636	1082
dragonflyoss	Dragonfly2	e9da69dc4048bf2a18a671be94616d85e3429433	6496
drakkan	sftpgo	88b1850b5806eee81150873d4e565144b21021fb	4941
drakkan	sftpgo	b524da11e9466d05fe03304713ee1c61bb276ec4	2490
drewnoakes	metadata-extractor	85ec243df54133a87f9d928d2278595f52b07519	250
driverdan	node-XMLHttpRequest	983cfc244c7567ad6a59e366e55a8037e0497fe6	251
dromara	Sa-Token	954efeb73277f924f836da2a25322ea35ee1bfa3	17499
dromara	hutool	6a2b585de0a380e8c12016dbaa1620b69be11b8c	4392
dromara	hutool	c33550f703f5d1d7dd71ad2992d79a5e5532ce2c	1246
dromara	hutool	9ba8f9ca5dd32441f2e0f150cb22fa178bb771d3	1166
dromara	hutool	5c4486b9f58a83f283868135138f6ff3741b8c12	3328
dromara	hutool	32f2d0bd55defecb869fbf64d940bcc05642accc	2323
dromara	hutool	c45b3fccdab453bb1c6007b52b18bd2fbdb68e99	1432
dromara	sureness	12987a72cbf1eabbca1e308ed1fe9445958aeca7	527
droolsjbpm	drools	c48464c3b246e6ef0d4cd0dbf67e83ccd532c6d3	488
dropwizard	dropwizard	d5a512f7abf965275f2a6b913ac4fe778e424242	4760
dropwizard	dropwizard	d87d1e4f8e20f6494c0232bf8560c961b46db634	3774
drudru	ansi_up	c8c726ed1db979bae4f257b7fa41775155ba2e27	24631
dscho	hg	4ea63fb25ceeeaaa4cd1026f733b7ea7672c30b3	869
dscho	hg	89baabf4fb7abf30ef6fdcf3d455a7893e5cc145	1394
duke-git	lancet	f869a0a67098e92d24ddd913e188b32404fa72c9	465
dutchcoders	transfer.sh	9df18fdc69de2e71f30d8c1e6bfab2fda2e52eb4	960
duzun	URL.js	9dc9fcc99baa4cbda24403d81a589e9b0f4121d0	1786
dvsekhvalnov	jose2go	a4584e9dd7128608fedbc67892eba9697f0d5317	2946
dw	mitogen	5924af1566763e48c42028399ea0cd95c457b3dc	856
dwisiswant0	apkleaks	a966e781499ff6fd4eea66876d7532301b13a382	300
dwisiswant0	cwa-filter-rules	d818d1645832d1a02cd210c7680e692d2bf4313b	236
dynamoose	dynamoose	324c62b4709204955931a187362f8999805b1d8e	259
dzikoysk	reposilite	279a472015ec675c1da449d902dc82e4dd578484	477
dzikoysk	reposilite	d11609f427aba255e0f6f54b1105d5d20ab043cf	485
dzikoysk	reposilite	848173738e4375482c70365db5cebae29f125eaa	1047
dzikoysk	reposilite	e172ae4b539c822d0d6e04cf090713c7202a79d6	2528
e-Contract	dssp	ec4238349691ec66dd30b416ec6eaab02d722302	1449
eXist-db	exist	b210f9fbf379b68842f2b055dda80d7e7479e96f	18963
easy-team	easywebpack-cli	eb3f54603f58ea706d0c03fd6eb76c94176eae52	407
easybuilders	easybuild-framework	210743d0e3618a8ac0a56eb9c0f4fa4fd8ae53b9	367
ecies	go	c6e775163866d6ea5233eb8ec8530a9122101ebd	480
eclipse	hawkbit	94b7c12cde1b38eda5414bd88d6d068008cfb9f9	716
eclipse	jetty.project	085c79d7d6cfbccc02821ffdb64968593df3e0bf	4470
eclipse	jetty.project	042f325f1cd6e7891d72c7e668f5947b5457dc02	2164
eclipse	jetty.project	ff8ae56fa939c3477a0cdd1ff56ce3d902f08fba	0
eclipse	lemminx	076b88052c2a63f60a98ef4b45e3e38c217b70ae	2896
eclipse	lyo	a8b15b7f49ca15e55f6699749c39705d21367c6e	741
eclipse	milo	cac0e710bf2b8bed9c602fc597e9de1d8903abed	294
eclipse	milo	4534381760d7d9f0bf00cbf6a8449bb0d13c6ce5	1494
eclipse	vert.x	1bb6445226c39a95e7d07ce3caaf56828e8aab72	3895
eclipse	xtext-xtend	169de2cecc50ed9bf81c3cdc496ad8a799bdf17b	12872
eclipse-californium	californium	0cc953a1dc071efc960130e229fcb4f8bda7f9df	4994
eclipse-californium	californium	726bac57659410da463dcf404b3e79a7312ac0b9	10240
eclipse-cdt	cdt	c7169b3186d2fef20f97467c3e2ad78e2943ed1b	42078
eclipse-edc	Connector	a4e6018d2c0457fba6f672fafa6c590513c45d1b	1075
eclipse-edc	Connector	04899e91dcdb4a407db4eb7af3e7b6ff9a9e9ad6	94478
eclipse-ee4j	glassfish	06b80012761d07f6e40e40aa6b0133465b0bd145	261
eclipse-ee4j	glassfish	6ca35eee2ba90a8108984b27bec33f9cc50cd83b	503
eclipse-ee4j	mojarra	1b434748d9239f42eae8aa7d37d7a0930c061e24	412
eclipse-ee4j	mojarra	8f70f2bd024f00ecd5b3dcca45df73edda29dcee	1512
eclipse-ee4j	mojarra	a3fa9573789ed5e867c43ea38374f4dbd5a8f81f	219
eclipse-ee4j	mojarra	cefbb9447e7be560e59da2da6bd7cb93776f7741	768
eclipse-ee4j	parsson	d0ec79badd44a940c82842954430762a2199f4e1	2487
eclipse-leshan	leshan	29577d2879ba8e7674c3b216a7f01193fc7ae013	1332
eclipse-rdf4j	rdf4j	df15a4d7a8f2789c043b27c9eafe1b30316cfa79	1537
eclipse-theia	theia	b212d07f915df1509180944ee3132714bc2636bf	6139
eclipse-theia	theia	0761dcf5fe3c14c27432683d42d2c526ad0cfbd5	2167
ecnepsnai	web	5a78f8d5c41ce60dcf9f61aaf47a7a8dc3e0002f	404
edge-js	edge	fa2c7fde86327aeae232752e89a6e37e2e469e21	951
edgexfoundry	app-functions-sdk-go	8fa13c6388ce76a6b878b54490eac61aa7d81165	9603
edmundhung	conform	4819d51b5a53fd5486fc85c17cdc148eb160e3de	431
eflexsystems	node-samba-client	5bc3bbad9b8d02243bc861a11ec73f788fbb1235	727
eggjs	egg-scripts	b98fd03d1e3aaed68004b881f0b3d42fe47341dd	1489
eggjs	extend2	aa332a59116c8398976434b57ea477c6823054f8	1281
eiskalteschatten	compile-sass	d9ada7797ff93875b6466dea7a78768e90a0f8d2	2189
