,owner,repo,avg_patch_token_count
1490,jsreport,jsreport,45232244.0
486,bcgit,bc-java,5554722.666666667
2322,tobychui,zoraxy,3973591.5
1441,jgraph,mxgraph,2987909.0
468,aws,aws-sdk-java,2278572.0
1982,pocketbase,pocketbase,1651506.0
1960,pingidentity,ldapsdk,1485135.0
2377,vanessa219,vditor,1147246.0
1595,lightning-ai,pytorch-lightning,894080.0
647,cronvel,terminal-kit,699493.0
1979,plotly,dash,686557.0
1034,heroiclabs,nakama,685253.0
1531,kimmobrunfeldt,progressbar.js,643544.0
68,Formstone,Formstone,579592.0
89,IceWhaleTech,CasaOS,504890.3333333333
575,ckeditor,ckeditor4,389226.6666666667
1756,mscdex,ssh2,384976.0
1480,jquery-ui-rails,jquery-ui-rails,353492.0
656,cvxopt,cvxopt,341242.0
1087,indutny,elliptic,335170.71428571426
2403,vriteio,vrite,334633.0
898,futurepress,epub.js,319871.0
655,cure53,DOMPurify,309203.25
1453,joeattardi,emoji-button,305306.5
221,TooTallNate,plist.js,303606.0
2458,xiboon,kurwov,288068.0
1226,jenkinsci,dependency-check-plugin,285935.0
812,evmos,evmos,285049.0
99,JSONPath-Plus,JSONPath,284722.5
558,chaijs,get-func-name,257061.0
1539,kjur,jsrsasign,240821.66666666666
2454,xCss,Valine,235468.0
677,decentraland,single-sign-on-client,221334.0
62,FasterXML,jackson-dataformats-binary,218378.5
1810,node-red,node-red-dashboard,192394.0
1573,langchain-ai,langchain,191066.26315789475
1476,jpuri,react-draft-wysiwyg,184044.0
1134,jashkenas,underscore,176455.0
31,BishopFox,sliver,174229.25
1647,mardiros,pyshop,167467.0
2391,victornpb,asciitable.js,163432.0
2193,skratchdot,object-path-set,145635.0
1008,handsontable,formula-parser,133527.0
1646,marcelodolza,iziModal,126221.0
844,fastify,fastify-passport,124404.0
3,3rd-Eden,useragent,118448.0
2090,richfaces,richfaces,117740.0
1026,hashicorp,terraform,117524.0
1112,isaacs,minimatch,117353.0
2488,yuda-lyu,w-zip,115174.0
2272,strikeentco,set,112890.0
608,codenotary,immudb,112455.0
551,cdent,pastescript,107372.0
4,75lb,deep-merge,101223.0
2402,voodoocreation,ts-deepmerge,96904.0
1942,peerigon,angular-expressions,94928.0
455,auth0,express-openid-connect,94290.5
535,bustle,mobiledoc-kit,88001.0
2426,webpack,loader-utils,87224.0
1599,linkedin,dustjs,86823.0
2407,vvakame,fs-git,85905.0
1671,maximebf,php-debugbar,81017.0
1760,mycolorway,simditor,80286.0
628,containers,storage,75258.0
2104,rooseveltframework,teddy,74981.0
890,frenchbread,private-ip,74394.0
1564,kucherenko,blamer,73064.5
1214,jenkinsci,copyartifact-plugin,71676.0
1805,nocodb,nocodb,69922.0
943,gogo,protobuf,69346.0
2281,swagger-api,swagger-codegen,67234.5
2016,pubnub,go,65467.0
1582,leeoniya,uPlot,61719.0
2349,twbs,bootstrap-rubygem,61599.0
286,alvarotrigo,fullpage.js,59247.0
2068,redis,redis-py,59207.0
168,PeterMu,nodebatis,58946.0
457,auth0,nextjs-auth0,56842.5
1878,openpgpjs,openpgpjs,56643.0
184,RasaHQ,rasa,56473.0
2189,sintaxi,harp,51629.0
208,Stuk,jszip,49026.5
266,ahdinosaur,set-in,48343.5
762,eclipse-edc,Connector,47776.5
136,NaturalIntelligence,fast-xml-parser,47292.0
1020,hashicorp,consul,46363.0
716,dnsjava,dnsjava,45631.0
152,OctoPrint,OctoPrint,44773.5
76,GeyserMC,Geyser,42140.0
761,eclipse-cdt,cdt,42078.0
2443,wireapp,wire-avs,41923.0
1650,markedjs,marked,41338.0
1761,mymarilyn,clickhouse-driver,41252.5
198,SecureAuthCorp,impacket,40923.5
1731,mongo-express,mongo-express,40497.333333333336
2035,python,cpython,40054.5
2112,rumkin,keyget,39383.0
2264,steveukx,git-js,39002.666666666664
2405,vuestorefront,storefront-api,38602.0
704,discordjs,opus,38453.0
202,SimonWaldherr,zplgfa,37951.0
1232,jenkinsci,dingtalk-plugin,37501.0
1048,hoppscotch,hoppscotch,36736.0
1801,nielsbasjes,yauaa,36609.0
952,google,brotli,35925.0
172,PrismJS,prism,33952.333333333336
1578,lautis,uglifier,33526.0
1904,openstack,neutron,33481.36363636364
1096,ioBroker,ioBroker.admin,33398.0
121,Maheshkumar-Kakade,otp-generator,33218.0
372,apache,mina-sshd,32393.428571428572
44,DCKT,localhost-now,30685.0
467,aws,aws-sdk-go,30015.0
1444,jhpyle,docassemble,29267.0
1327,jenkinsci,neoload-plugin,29020.0
2452,wso2,carbon-registry,28511.666666666668
836,fardog,trailing-slash,28173.0
1641,manvel-khnkoyan,jpv,27845.0
2027,pygments,pygments,26672.5
1070,hyperledger,aries-cloudagent-python,26553.0
689,devfile,registry-support,26545.0
1740,moxiecode,plupload,26489.0
1956,pillarjs,path-to-regexp,25969.0
498,bigpipe,predefine,25899.0
1530,kiali,kiali,25813.0
667,datacharmer,dbdeployer,25586.0
925,givanz,VvvebJs,25348.5
737,drudru,ansi_up,24631.0
1182,jenkinsci,bitbucket-branch-source-plugin,24222.5
456,auth0,lock,23815.0
191,SAP,cloud-security-services-integration-library,23809.0
1407,jenkinsci,tics-plugin,23301.0
2267,stleary,JSON-java,23021.0
1640,manuelstofer,json-pointer,22844.5
1506,jupyterhub,jupyter-server-proxy,22367.0
907,geoserver,geoserver,22084.0
1817,nodemailer,nodemailer,21859.0
1439,jetty-project,codehaus-jetty6,21531.333333333332
1418,jenkinsci,vsphere-cloud-plugin,21396.0
984,graphql,graphiql,21039.333333333332
128,MobSF,Mobile-Security-Framework-MobSF,20550.2
2344,trufflesecurity,trufflehog,20291.0
868,fleetdm,fleet,20020.0
2183,sindresorhus,file-type,20010.0
2099,rollup,rollup,19827.0
1132,jarofghosts,glance,19741.0
687,developmentil,ecdh,19677.0
2181,simpleledger,slpjs,19662.666666666668
996,gulpjs,copy-props,19571.0
92,IdentityPython,pysaml2,19396.4
1321,jenkinsci,meliora-testlab-plugin,19382.0
2118,russellhaering,goxmldsig,19278.0
1120,jackc,pgproto3,19243.0
749,eXist-db,exist,18963.0
1060,httpie,httpie,18655.0
648,cronvel,tree-kit,17957.5
1568,kyubisation,angular-server-side-configuration,17690.0
1917,ory,oathkeeper,17589.0
732,dromara,Sa-Token,17499.0
1221,jenkinsci,custom-checkbox-parameter-plugin,17366.0
346,apache,geode,17242.25
375,apache,nifi,17036.555555555555
1808,node-opcua,node-opcua,16996.0
1042,hlfshell,controlled-merge,16991.0
132,MrRio,jsPDF,16829.0
1864,openapi-generators,openapi-python-client,16687.0
1215,jenkinsci,coverity-plugin,16616.0
1076,ijl,orjson,16520.0
1834,nprapps,pym.js,16494.0
1105,ipfs,go-unixfsnode,16410.666666666668
1220,jenkinsci,custom-build-properties-plugin,16332.0
1916,ory,fosite,16293.333333333334
1666,mattermost,mattermost-plugin-channel-export,16040.0
1758,multiversx,mx-chain-go,15795.0
592,cloudflare,workers-sdk,15688.2
2191,sjwall,mdx-mermaid,15683.0
684,deoxxa,dotty,15665.5
2029,pyload,pyload,15582.2
343,apache,flex-blazeds,15548.0
1451,joajfreitas,marcador,15451.0
1597,line,armeria,15231.25
581,claviska,jquery-minicolors,15103.0
10,AdguardTeam,AdGuardHome,15001.0
909,geotools,geotools,14840.0
671,davideicardi,confinit,14476.0
2206,snyk,snyk-eclipse-plugin,14451.0
1794,nfriedly,node-bestzip,14400.0
1237,jenkinsci,ec2-plugin,14168.333333333334
2471,xwikisas,application-licensing,14155.0
2466,xwiki,xwiki-rendering,14090.0
956,google,go-attestation,13856.0
248,abhinavsingh,proxy.py,13751.0
363,apache,jspwiki,13654.285714285714
1876,openjdk,jfx,13579.0
1254,jenkinsci,generic-webhook-trigger-plugin,13387.5
465,aws,aws-cdk,13074.0
759,eclipse,xtext-xtend,12872.0
1592,liferay,liferay-portal,12862.0
1562,kubernetes-sigs,secrets-store-csi-driver,12856.0
2015,pterodactyl,wings,12776.666666666666
2270,strawberry-graphql,strawberry,12776.0
529,btcsuite,btcd,12762.0
1987,pomerium,pomerium,12570.5
1981,pnpm,pnpm,12513.0
1928,pandatix,go-cvss,12500.0
164,OpenZeppelin,cairo-contracts,12465.0
1184,jenkinsci,blueocean-plugin,12453.0
886,franciscop,translate,12297.5
41,Consensys,gnark,12286.0
187,RocketChat,Rocket.Chat,12266.0
392,apache,shenyu,11954.666666666666
339,apache,dolphinscheduler,11943.4
986,graphql,graphql-playground,11901.0
957,google,go-tpm,11875.0
1162,jenkinsci,appspider-build-scanner-plugin,11734.0
2164,shubhamjain,svg-loader,11645.0
1061,httplib2,httplib2,11628.333333333334
2010,psf,requests,11582.5
1877,opennetworkinglab,onos,11541.0
320,apache,ant-ivy,11501.0
328,apache,cassandra,11427.5
49,DataDog,guarddog,11422.5
1899,openstack,magnum,11383.0
2301,theupdateframework,go-tuf,11221.666666666666
354,apache,incubator-hugegraph,11220.0
2237,spring-projects,spring-security,11216.0
441,argoproj,argo-cd,11152.0
2151,scrapy-plugins,scrapy-splash,11142.0
1813,node-saml,xml-crypto,10800.0
229,Uniswap,universal-router,10690.0
1059,http4s,http4s,10573.0
878,flyteorg,flyteadmin,10562.666666666666
2171,sigstore,policy-controller,10537.0
1875,openfga,openfga,10520.625
2294,tauri-apps,tauri,10504.0
1124,janeczku,calibre-web,10455.363636363636
1053,hornetq,hornetq,10321.0
1338,jenkinsci,openstack-cloud-plugin,10307.0
458,auth0,node-jsonwebtoken,10221.0
1188,jenkinsci,bumblebee-plugin,10176.0
1669,mattinsler,connie-lang,10148.0
63,FasterXML,jackson-dataformats-text,9996.0
2000,projectcontour,contour,9930.0
2243,sqlalchemy,sqlalchemy,9812.0
422,apereo,cas,9791.0
2053,qos-ch,logback,9787.4
2336,traefik,traefik,9727.5
263,aerospike,aerospike-client-java,9675.0
771,edgexfoundry,app-functions-sdk-go,9603.0
1231,jenkinsci,digitalocean-plugin,9563.0
1542,knockout,knockout,9546.0
461,authzed,spicedb,9457.625
13,AkshuDev,PheonixAppAPI,9435.0
72,Gallopsled,pwntools,9409.0
1648,mariocasciaro,object-path,9373.666666666666
1311,jenkinsci,mabl-integration-plugin,9372.0
2372,usememos,memos,9279.157894736842
1992,prisma-labs,graphql-playground,9228.0
1115,istio,istio,9214.0
151,OceanicJS,Oceanic,9207.0
944,gogs,gogs,9192.90909090909
2233,spring-projects,spring-integration,9176.5
557,certifi,python-certifi,9127.333333333334
1009,hapifhir,org.hl7.fhir.core,9095.0
1258,jenkinsci,git-client-plugin,8989.0
188,SAML-Toolkits,python-saml,8937.0
223,TryGhost,Ghost,8908.2
902,gematik,app-referencevalidator,8867.0
2169,sigstore,cosign,8829.6
70,FuelLabs,fuels-ts,8717.0
885,fracpete,vfsjfilechooser2,8705.0
2086,rhuss,jolokia,8661.5
333,apache,cordova-android,8652.0
1402,jenkinsci,teamconcert-plugin,8630.0
1058,http4s,blaze,8554.0
2200,snapcore,snapd,8533.0
1667,mattermost,mattermost-plugin-jira,8481.0
1416,jenkinsci,vmanager-plugin,8405.0
1235,jenkinsci,dockerhub-notification-plugin,8398.0
1175,jenkinsci,azure-credentials-plugin,8351.0
1411,jenkinsci,upload-pgyer-plugin,8257.0
364,apache,juddi,8246.0
1777,nautobot,nautobot,8197.1
644,crewjam,saml,8146.5
1422,jenkinsci,workflow-cps-global-lib-plugin,8095.0
1943,peopledoc,vault-cli,8048.0
1167,jenkinsci,aws-codebuild-plugin,7984.0
797,ericcornelissen,shescape,7962.2
2460,xmldom,xmldom,7945.0
1323,jenkinsci,metrics-plugin,7928.0
55,DylanVann,react-native-fast-image,7902.0
537,buttercup,buttercup-core,7866.0
2235,spring-projects,spring-kafka,7847.0
609,coder,code-server,7834.0
1989,prefecthq,prefect,7833.0
611,codex-team,editor.js,7803.0
203,SmartBear,soapui,7798.0
451,aurelia,path,7709.0
1071,hyperledger,fabric,7672.0
913,gevent,gevent,7620.0
760,eclipse-californium,californium,7617.0
1661,matrix-org,matrix-js-sdk,7537.25
384,apache,qpid-proton-j,7533.0
1257,jenkinsci,git-changelog-plugin,7528.0
278,albertito,chasquid,7363.0
277,akka,akka-http,7341.0
2317,tlsfuzzer,tlslite-ng,7328.0
2150,scrapy,scrapy,7299.333333333333
1156,jenkinsci,active-directory-plugin,7261.0
2199,snapcore,snapcraft,7166.0
1854,ome,omero-web,7136.666666666667
47,DIYgod,RSSHub,7126.142857142857
344,apache,flink,7125.0
1637,man-group,dtale,7121.333333333333
493,benoitc,gunicorn,7107.0
906,gentoo,portage,7036.0
629,containous,traefik,7026.666666666667
2103,ronsigal,Resteasy,6999.0
2378,vantage6,vantage6,6987.6
1802,nitely,spirit,6987.0
534,buildkite,elastic-ci-stack-for-aws,6979.0
1571,labstack,echo,6911.5
1995,project-zot,zot,6891.0
323,apache,avro,6882.0
649,crossplane,crossplane-runtime,6840.5
1195,jenkinsci,cloudfoundry-plugin,6822.0
1403,jenkinsci,templating-engine-plugin,6814.0
119,MISP,MISP-maltego,6799.0
894,frouriojs,frourio-express,6758.0
411,apache,tomcat55,6733.0
1234,jenkinsci,docker-plugin,6711.0
474,awslabs,fhir-works-on-aws-authz-smart,6707.0
2205,snyk,cli,6687.0
2362,udecode,plate,6657.0
253,actions,toolkit,6645.0
875,fluxcd,kustomize-controller,6632.0
30,BerriAI,litellm,6608.25
365,apache,kafka,6597.0
1406,jenkinsci,testng-plugin-plugin,6587.0
1812,node-saml,passport-saml,6585.0
634,coredns,coredns,6585.0
2036,python-babel,babel,6579.0
669,davedoesdev,python-jwt,6544.5
1025,hashicorp,nomad,6529.333333333333
728,dragonflyoss,Dragonfly2,6496.0
958,google,guava,6496.0
509,bonitasoft,bonita-engine,6489.4
1037,hibernate,hibernate-validator,6449.444444444444
1343,jenkinsci,parameterized-trigger-plugin,6443.0
595,cloudfoundry,uaa,6374.571428571428
893,frouriojs,frourio,6332.0
1891,openstack,cinder,6326.4
914,giampaolo,psutil,6269.0
1339,jenkinsci,ownership-plugin,6227.0
2423,webiny,webiny-js,6152.0
873,fluid-cloudnative,fluid,6105.0
1292,jenkinsci,jira-plugin,6093.0
2331,tortoise,tortoise-orm,6089.0
2370,urllib3,urllib3,6067.5
2260,stashapp,stash,6065.0
923,gitpod-io,gitpod,6042.0
930,go-macaron,i18n,6041.0
723,dom4j,dom4j,5988.5
536,busykoala,fastapi-opa,5973.5
1605,litestar-org,litestar,5910.5
1208,jenkinsci,config-file-provider-plugin,5908.833333333333
1972,plantuml,plantuml,5850.0
1948,pgadmin-org,pgadmin4,5820.833333333333
612,codingjoe,django-s3file,5786.0
2309,tiagorlampert,CHAOS,5783.666666666667
1702,mindsdb,mindsdb,5746.0
1697,microsoft,onefuzz,5731.0
417,apache,xerces2-j,5729.5
368,apache,linkis,5702.0
2074,relekang,django-nopassword,5695.0
2085,rhalff,dot-object,5666.0
174,PyGreSQL,PyGreSQL,5657.0
1450,jmurty,java-xmlbuilder,5629.0
1820,notaryproject,notation,5596.0
804,ethereum,go-ethereum,5566.666666666667
1409,jenkinsci,tinfoil-scan-plugin,5554.0
1075,igniterealtime,Openfire,5548.75
1856,omrilotan,async-git,5546.0
1525,keycloak,keycloak,5532.909090909091
399,apache,solr,5528.0
2492,zenml-io,zenml,5524.555555555556
940,gofiber,fiber,5514.75
1392,jenkinsci,sounds-plugin,5474.0
2335,tqdm,tqdm,5473.0
964,googleapis,google-oauth-java-client,5432.5
2225,spacemeshos,api,5428.0
1780,nektos,act,5403.0
711,django-cms,djangocms-attributes-field,5403.0
2071,reg-viz,reg-suit,5371.0
1438,jetty,jetty.project,5359.0
2314,tinymce,tinymce,5349.5
2174,simenkid,mt7688-wiscan,5334.0
1425,jenkinsci,workflow-multibranch-plugin,5293.0
1500,jupyter-lsp,jupyterlab-lsp,5267.0
617,cometd,cometd,5241.0
2056,quarkiverse,quarkus-cxf,5200.0
