cve,file_func_name
CVE-2015-3272,"clean_param, lib/moodlelib.php"
CVE-2015-3274,"user_get_user_details, user/lib.php"
CVE-2015-3275,"mod/scorm/player.php, mod/scorm/prereqs.php"
CVE-2015-3288,mm/memory.c
CVE-2015-3329,"phar_set_inode, phar_internal.h"
CVE-2015-3330,"php_handler, sapi/apache2handler/sapi_apache2.c"
CVE-2015-3331,"__driver_rfc4106_decrypt, arch/x86/crypto/aesni-intel_glue.c"
CVE-2015-3339,"prepare_binprm, fs/exec.c"
CVE-2015-3395,"msrle_decode_pal4, msrledec.c"
CVE-2015-3411,
CVE-2015-3412,"stream_resolve_include_path, ext/standard/streamsfuncs.c"
CVE-2015-3417,"ff_h264_free_tables, libavcodec/h264.c"
CVE-2015-3456,"FD_CMD_READ_ID, FD_CMD_DRIVE_SPECIFICATION_COMMAND"
CVE-2015-3636,"ping_unhash, net/ipv4/ping.c"
CVE-2015-3808,"dissect_lbmr_pser, epan/dissectors/packet-lbmr.c"
CVE-2015-3809,"dissect_lbmr_pser, epan/dissectors/packet-lbmr.c"
CVE-2015-3810,epan/dissectors/packet-websocket.c
CVE-2015-3811,epan/dissectors/packet-wcp.c
CVE-2015-3812,"x11_init_protocol, epan/dissectors/packet-x11.c"
CVE-2015-3813,"fragment_add_work, epan/reassemble.c"
CVE-2015-3814,"dissect_tfs_request, dissect_tfs_response, epan/dissectors/packet-ieee80211.c"
CVE-2015-3815,"detect_version, wiretap/logcat.c"
CVE-2015-3885,ljpeg_start
CVE-2015-3902,
CVE-2015-3903,libraries/Config.class.php
CVE-2015-3906,"logcat_dump_text, wiretap/logcat.c"
CVE-2015-4001,"oz_hcd_get_desc_cnf, drivers/staging/ozwpan/ozhcd.c"
CVE-2015-4002,"drivers/staging/ozwpan/ozusbsvc1.c, oz_usb_rx, oz_usb_handle_ep_data"
CVE-2015-4003,"oz_usb_handle_ep_data, drivers/staging/ozwpan/ozusbsvc1.c"
CVE-2015-4036,"tcm_vhost_make_tpg, drivers/vhost/scsi.c, vhost_scsi_make_tpg"
CVE-2015-4054,
CVE-2015-4116,"spl_ptr_heap_insert, ext/spl/spl_heap.c, SplMinHeap::compare"
CVE-2015-4167,"udf_read_inode, fs/udf/inode.c"
CVE-2015-4170,"ldsem_cmpxchg, drivers/tty/tty_ldsem.c"
CVE-2015-4176,fs/namespace.c
CVE-2015-4177,"collect_mounts, fs/namespace.c, MNT_DETACH, umount2"
CVE-2015-4178,"fs/fs_pin.c, include/linux/fs_pin.h"
CVE-2015-4471,"lzxd_decompress, lzxd.c"
CVE-2015-4599,"SoapFault::__toString, ext/soap/soap.c"
CVE-2015-4600,"SoapClient::__getLastRequest, SoapClient::__getLastResponse, SoapClient::__getLastRequestHeaders, SoapClient::__getLastResponseHeaders, SoapClient::__getCookies, SoapClient::__setCookie"
CVE-2015-4601,"ext/soap/php_encoding.c, ext/soap/php_http.c, ext/soap/soap.c"
CVE-2015-4602,"__PHP_Incomplete_Class, ext/standard/incomplete_class.c"
CVE-2015-4604,softmagic.c
CVE-2015-4605,softmagic.c
CVE-2015-4643,"ftp_genlist, ext/ftp/ftp.c"
CVE-2015-4644,"php_pgsql_meta_data, pgsql.c"
CVE-2015-4645,"read_fragment_table_4, unsquash-4.c"
CVE-2015-4646,"unsquash-1.c, unsquash-2.c, unsquash-3.c, unsquash-4.c"
CVE-2015-4651,"dissect_wccp2r1_address_table_info, epan/dissectors/packet-wccp.c"
CVE-2015-4652,"epan/dissectors/packet-gsm_a_dtap.c, de_emerg_num_list, de_bcd_num"
CVE-2015-4700,"bpf_int_jit_compile, arch/x86/net/bpf_jit_comp.c"
CVE-2015-5156,"virtnet_probe, drivers/net/virtio_net.c"
CVE-2015-5221,"mif_process_cmpt, libjasper/mif/mif_cod.c"
CVE-2015-5224,login-utils
CVE-2015-5232,"opa-fm, opa-ff"
CVE-2015-5239,
CVE-2015-5257,drivers/usb/serial/whiteheat.c
CVE-2015-5264,
CVE-2015-5265,mod/wiki:managefiles
CVE-2015-5266,"enrol_meta_sync, enrol/meta/locallib.php"
CVE-2015-5267,"lib/moodlelib.php, mt_rand, random_string, complex_random_string"
CVE-2015-5268,
CVE-2015-5269,group/overview.php
CVE-2015-5273,"abrt-action-install-debuginfo-to-abrt-cache, unpacked.cpio"
CVE-2015-5279,"ne2000_receive, hw/net/ne2000.c"
CVE-2015-5283,"sctp_init, net/sctp/protocol.c"
CVE-2015-5287,"abrt-hook-ccpp, /var/tmp/abrt/abrt-hax-coredump, /var/spool/abrt/abrt-hax-coredump"
CVE-2015-5307,"svm.c, vmx.c"
CVE-2015-5335,admin/registration/register.php
CVE-2015-5336,
CVE-2015-5337,Flowplayer
CVE-2015-5338,"mod/lesson/mediafile.php, mod/lesson/view.php"
CVE-2015-5339,"core_enrol_get_enrolled_users, enrol/externallib.php"
CVE-2015-5340,"moodle/badges:viewbadges, badges/overview.php, badges/view.php"
CVE-2015-5341,mod_scorm
CVE-2015-5342,
CVE-2015-5364,"udp_recvmsg, udpv6_recvmsg"
CVE-2015-5366,"udp_recvmsg, udpv6_recvmsg"
CVE-2015-5589,"phar_convert_to_other, ext/phar/phar_object.c, Phar::convertToData"
CVE-2015-5590,"phar_fix_filepath, ext/phar/phar.c"
CVE-2015-5685,"lazy_bdecode, bootstrap-dht"
CVE-2015-5697,"get_bitmap_file, drivers/md/md.c"
CVE-2015-5706,"path_openat, fs/namei.c"
CVE-2015-5707,"sg_start_req, drivers/scsi/sg.c, iov_count"
CVE-2015-5745,"send_control_msg, hw/char/virtio-serial-bus.c"
CVE-2015-6241,"proto_tree_add_bytes_item, epan/proto.c"
CVE-2015-6242,"wmem_block_split_free_chunk, epan/wmem/wmem_allocator_block.c"
CVE-2015-6243,"dissector-table, epan/packet.c, dissector_get_string_handle, dissector_get_default_string_handle"
CVE-2015-6244,"dissect_zbee_secure, epan/dissectors/packet-zbee-security.c"
CVE-2015-6245,epan/dissectors/packet-gsm_rlcmac.c
CVE-2015-6246,"dissect_wa_payload, epan/dissectors/packet-waveagent.c"
CVE-2015-6247,"dissect_openflow_tablemod_v5, epan/dissectors/packet-openflow_v5.c"
CVE-2015-6248,"ptvcursor_add, epan/proto.c"
CVE-2015-6249,"dissect_wccp2r1_address_table_info, epan/dissectors/packet-wccp.c"
CVE-2015-6252,"vhost_dev_ioctl, drivers/vhost/vhost.c, VHOST_SET_LOG_FD"
CVE-2015-6520,
CVE-2015-6526,"perf_callchain_user_64, arch/powerpc/perf/callchain.c"
CVE-2015-6563,"MONITOR_REQ_PAM_INIT_CTX, MONITOR_REQ_PWNAM, monitor.c, monitor_wrap.c"
CVE-2015-6564,"mm_answer_pam_free_ctx, monitor.c, MONITOR_REQ_PAM_FREE_CTX"
CVE-2015-6761,"update_dimensions, libavcodec/vp8.c"
CVE-2015-6781,"FontData::Bound, data/font_data.cc"
CVE-2015-6817,auth_user
CVE-2015-6818,"decode_ihdr_chunk, libavcodec/pngdec.c"
CVE-2015-6819,"ff_mjpeg_decode_frame, libavcodec/mjpegdec.c"
CVE-2015-6820,"ff_sbr_apply, libavcodec/aacsbr.c"
CVE-2015-6821,"ff_mpv_common_init, libavcodec/mpegvideo.c"
CVE-2015-6822,"destroy_buffers, libavcodec/sanm.c"
CVE-2015-6823,"allocate_buffers, libavcodec/alac.c"
CVE-2015-6824,"sws_init_context, libswscale/utils.c"
CVE-2015-6825,"ff_frame_thread_init, libavcodec/pthread_frame.c"
CVE-2015-6826,"ff_rv34_decode_init_thread_copy, libavcodec/rv34.c"
CVE-2015-6830,libraries/plugins/auth/AuthenticationCookie.class.php
CVE-2015-6937,"__rds_conn_create, net/rds/connection.c"
CVE-2015-7509,fs/ext4/namei.c
CVE-2015-7512,"pcnet_receive, hw/net/pcnet.c"
CVE-2015-7513,"arch/x86/kvm/x86.c, kvm_vm_ioctl_set_pit, kvm_vm_ioctl_set_pit2"
CVE-2015-7515,"aiptek_probe, drivers/input/tablet/aiptek.c"
CVE-2015-7519,agent/Core/Controller/SendRequest.cpp
CVE-2015-7549,hw/pci/msix.c
CVE-2015-7550,"keyctl_read_key, security/keys/keyctl.c"
CVE-2015-7566,"clie_5_attach, drivers/usb/serial/visor.c"
CVE-2015-7613,"ipc_addid, msg.c, shm.c, util.c"
CVE-2015-7803,"phar_get_entry_data, ext/phar/util.c"
CVE-2015-7804,"phar_parse_zipfile, ext/phar/zip.c"
CVE-2015-7830,"pcapng_read_if_descr_block, wiretap/pcapng.c"
CVE-2015-7872,"key_gc_unused_keys, security/keys/gc.c"
CVE-2015-7873,url.php
CVE-2015-7884,"vivid_fb_ioctl, drivers/media/platform/vivid/vivid-osd.c"
CVE-2015-7885,"dgnc_mgmt_ioctl, drivers/staging/dgnc/dgnc_mgmt.c"
CVE-2015-7990,"rds_sendmsg, net/rds/sendmsg.c"
CVE-2015-8011,"lldp_decode, daemon/protocols/lldp.c"
CVE-2015-8012,
CVE-2015-8104,svm.c
CVE-2015-8215,net/ipv6/addrconf.c
CVE-2015-8216,"ljpeg_decode_yuv_scan, libavcodec/mjpegdec.c"
CVE-2015-8217,"ff_hevc_parse_sps, libavcodec/hevc_ps.c"
CVE-2015-8218,"decode_uncompressed, libavcodec/faxcompr.c"
CVE-2015-8219,"init_tile, libavcodec/jpeg2000dec.c"
CVE-2015-8324,ext4_fill_super
CVE-2015-8363,"jpeg2000_read_main_headers, libavcodec/jpeg2000dec.c"
CVE-2015-8364,"ff_ivi_init_planes, libavcodec/ivi.c"
CVE-2015-8365,"smka_decode_frame, libavcodec/smacker.c"
CVE-2015-8374,fs/btrfs/inode.c
CVE-2015-8382,pcre_exec.c
CVE-2015-8504,
CVE-2015-8539,"security/keys/encrypted-keys/encrypted.c, security/keys/trusted.c, security/keys/user_defined.c"
CVE-2015-8543,CLONE_NEWUSER
CVE-2015-8558,"ehci_process_itd, hw/usb/hcd-ehci.c"
CVE-2015-8569,"pptp_bind, pptp_connect, drivers/net/ppp/pptp.c"
CVE-2015-8575,"sco_sock_bind, net/bluetooth/sco.c"
CVE-2015-8617,"zend_throw_or_error, Zend/zend_execute_API.c"
CVE-2015-8629,"xdr_nullstring, lib/kadm5/kadm_rpc_xdr.c"
CVE-2015-8630,"kadm5_create_principal_3, kadm5_modify_principal, lib/kadm5/srv/svr_principal.c, KADM5_POLICY"
CVE-2015-8631,kadmin/server/server_stubs.c
CVE-2015-8660,"ovl_setattr, fs/overlayfs/inode.c"
CVE-2015-8661,"h264_slice_header_init, libavcodec/h264_slice.c"
CVE-2015-8662,"ff_dwt_decode, libavcodec/jpeg2000dwt.c"
CVE-2015-8663,"ff_get_buffer, libavcodec/utils.c"
CVE-2015-8666,Q35-chipset-based
CVE-2015-8669,libraries/config/messages.inc.php
CVE-2015-8702,"DNS::GetResult, dns.cpp"
CVE-2015-8711,epan/dissectors/packet-nbap.c
CVE-2015-8712,"dissect_hsdsch_channel_info, epan/dissectors/packet-umts_fp.c"
CVE-2015-8713,epan/dissectors/packet-umts_fp.c
CVE-2015-8714,"dissect_dcom_OBJREF, epan/dissectors/packet-dcom.c"
CVE-2015-8715,epan/dissectors/packet-alljoyn.c
CVE-2015-8716,"init_t38_info_conv, epan/dissectors/packet-t38.c"
CVE-2015-8717,"dissect_sdp, epan/dissectors/packet-sdp.c"
CVE-2015-8718,epan/dissectors/packet-nlm.c
CVE-2015-8719,"dissect_dns_answer, epan/dissectors/packet-dns.c"
CVE-2015-8720,"dissect_ber_GeneralizedTime, epan/dissectors/packet-ber.c"
CVE-2015-8721,"tvb_uncompress, epan/tvbuff_zlib.c"
CVE-2015-8722,epan/dissectors/packet-sctp.c
CVE-2015-8723,"AirPDcapPacketProcess, epan/crypt/airpdcap.c"
CVE-2015-8724,"AirPDcapDecryptWPABroadcastKey, epan/crypt/airpdcap.c"
CVE-2015-8725,"dissect_diameter_base_framed_ipv6_prefix, epan/dissectors/packet-diameter.c"
CVE-2015-8726,wiretap/vwr.c
CVE-2015-8727,"dissect_rsvp_common, epan/dissectors/packet-rsvp.c"
CVE-2015-8728,"epan/dissectors/packet-ansi_a.c, epan/dissectors/packet-gsm_a_common.c, tvb_bcd_dig_to_wmem_packet_str"
CVE-2015-8729,"ascend_seek, wiretap/ascendtext.c"
CVE-2015-8730,epan/dissectors/packet-nbap.c
CVE-2015-8731,"dissct_rsl_ipaccess_msg, epan/dissectors/packet-rsl.c"
CVE-2015-8732,"dissect_zcl_pwr_prof_pwrprofstatersp, epan/dissectors/packet-zbee-zcl-general.c"
CVE-2015-8733,"ngsniffer_process_record, wiretap/ngsniffer.c"
CVE-2015-8734,"dissect_nwp, epan/dissectors/packet-nwp.c"
CVE-2015-8735,"get_value, epan/dissectors/packet-btatt.c"
CVE-2015-8736,"mp2t_find_next_pcr, wiretap/mp2t.c"
CVE-2015-8737,"mp2t_open, wiretap/mp2t.c"
CVE-2015-8738,"s7comm_decode_ud_cpu_szl_subfunc, epan/dissectors/packet-s7comm_szl_ids.c"
CVE-2015-8739,"ipmi_fmt_udpport, epan/dissectors/packet-ipmi.c"
CVE-2015-8740,"dissect_tds7_colmetadata_token, epan/dissectors/packet-tds.c"
CVE-2015-8741,"dissect_ppi, epan/dissectors/packet-ppi.c"
CVE-2015-8742,"dissect_CPMSetBindings, epan/dissectors/packet-mswsp.c"
CVE-2015-8744,
CVE-2015-8745,CAP_SYS_RAWIO
CVE-2015-8746,fs/nfs/nfs4proc.c
CVE-2015-8767,"net/sctp/sm_sideeffect.c, sctp_accept"
CVE-2015-8784,"NeXTDecode, tif_next.c"
CVE-2015-8785,"fuse_fill_write_pages, fs/fuse/file.c"
CVE-2015-8787,"nf_nat_redirect_ipv4, net/netfilter/nf_nat_redirect.c"
CVE-2015-8812,drivers/infiniband/hw/cxgb3/iwch_cm.c
CVE-2015-8816,"hub_activate, drivers/usb/core/hub.c"
CVE-2015-8817,"address_space_translate, MemoryRegionSection, pci_dma_read, pci_dma_write"
CVE-2015-8818,"cpu_physical_memory_write_rom_internal, exec.c"
CVE-2015-8838,ext/mysqlnd/mysqlnd.c
CVE-2015-8839,ext4
CVE-2015-8844,
CVE-2015-8845,"tm_reclaim_thread, arch/powerpc/kernel/process.c"
CVE-2015-8863,jv_parse.c
CVE-2015-8865,"file_check_mem, funcs.c"
CVE-2015-8866,"ext/libxml/libxml.c, libxml_disable_entity_loader"
CVE-2015-8867,"openssl_random_pseudo_bytes, ext/openssl/openssl.c, RAND_pseudo_bytes"
CVE-2015-8872,"set_fat, fat.c"
CVE-2015-8873,Zend/zend_exceptions.c
CVE-2015-8877,"gdImageScaleTwoPass, gd_interpolation.c"
CVE-2015-8894,coders/tga.c
CVE-2015-8895,coders/icon.c
CVE-2015-8896,coders/pict.c
CVE-2015-8897,"SpliceImage, MagickCore/transform.c"
CVE-2015-8898,"WriteImages, magick/constitute.c"
CVE-2015-8900,"ReadHDRImage, coders/hdr.c"
CVE-2015-8935,"sapi_header_op, main/SAPI.c"
CVE-2015-8950,"arch/arm64/mm/dma-mapping.c, dma_mmap"
CVE-2015-8952,
CVE-2015-8953,fs/overlayfs/copy_up.c
CVE-2015-8955,arch/arm64/kernel/perf_event.c
CVE-2015-8956,"rfcomm_sock_bind, net/bluetooth/rfcomm/sock.c"
CVE-2015-8957,
CVE-2015-8958,coders/sun.c
CVE-2015-8959,coders/dds.c
CVE-2015-8961,"__ext4_journal_stop, fs/ext4/ext4_jbd2.c"
CVE-2015-8962,"sg_common_write, drivers/scsi/sg.c"
CVE-2015-8963,kernel/events/core.c
CVE-2015-8964,"tty_set_termios_ldisc, drivers/tty/tty_ldisc.c"
CVE-2015-8966,arch/arm/kernel/sys_oabi-compat.c
CVE-2015-8967,arch/arm64/kernel/sys.c
CVE-2015-8970,"crypto/algif_skcipher.c, crypto/lrw.c"
CVE-2015-9004,"perf_pmu_register, perf_event_open, kernel/events/core.c"
CVE-2015-9016,"blk_mq_tag_to_rq, blk-mq.c, blk_mq_complete_request"
CVE-2015-9252,"QPDFTokenizer::resolveLiteral, QPDFTokenizer.cc, QPDF::resolve, QPDF.cc"
CVE-2015-9253,"php-fpm, shell_exec, STDIN"
CVE-2015-9289,drivers/media/dvb-frontends/cx24116.c
CVE-2016-0723,"tty_ioctl, drivers/tty/tty_io.c, TIOCGETD, TIOCSETD"
CVE-2016-0724,"core_enrol_get_course_enrolment_methods, enrol_self_get_instance_info, moodle/course:viewhiddencourses"
CVE-2016-0728,"join_session_keyring, security/keys/process_keys.c"
CVE-2016-0758,lib/asn1_decoder.c
CVE-2016-0823,"pagemap_open, fs/proc/task_mmu.c"
CVE-2016-1000004,"SimpleXMLElement_exportNode, simplexml_import_dom"
CVE-2016-1000005,mcrypt_get_block_size
CVE-2016-1000109,
CVE-2016-10028,"virgl_cmd_get_capset, hw/display/virtio-gpu-3d.c, VIRTIO_GPU_CMD_GET_CAPSET"
CVE-2016-10029,"virtio_gpu_set_scanout, VIRTIO_GPU_CMD_SET_SCANOUT, num_scanouts"
CVE-2016-10030,"_prolog_error, slurmd/req.c"
CVE-2016-10044,"aio_mount, fs/aio.c"
CVE-2016-10049,"ReadRLEImage, coders/rle.c"
CVE-2016-10050,"ReadRLEImage, coders/rle.c"
CVE-2016-10051,"ReadPWPImage, coders/pwp.c"
CVE-2016-10052,"WriteProfile, coders/jpeg.c"
CVE-2016-10053,"WriteTIFFImage, coders/tiff.c"
CVE-2016-10054,"WriteMAPImage, coders/map.c"
CVE-2016-10055,"WritePDBImage, coders/pdb.c"
CVE-2016-10056,"sixel_decode, coders/sixel.c"
CVE-2016-10057,"WriteGROUP4Image, coders/tiff.c"
CVE-2016-10058,"ReadPSDLayers, coders/psd.c"
CVE-2016-10060,"ConcatenateImages, MagickWand/magick-cli.c"
CVE-2016-10061,"ReadGROUP4Image, coders/tiff.c"
CVE-2016-10063,coders/tiff.c
CVE-2016-10064,coders/tiff.c
CVE-2016-10065,"ReadVIFFImage, coders/viff.c"
CVE-2016-10066,"ReadVIFFImage, coders/viff.c"
CVE-2016-10070,"CalcMinMax, coders/mat.c"
CVE-2016-10071,coders/mat.c
CVE-2016-10088,"block/bsg.c, drivers/scsi/sg.c"
CVE-2016-10092,"readContigStripsIntoBuffer, tif_unix.c"
CVE-2016-10093,tools/tiffcp.c
CVE-2016-10128,"git_pkt_parse_line, transports/smart_pkt.c"
CVE-2016-10144,coders/ipl.c
CVE-2016-10147,"crypto/mcryptd.c, AF_ALG, mcryptd(md5)"
CVE-2016-10150,"kvm_ioctl_create_device, virt/kvm/kvm_main.c"
CVE-2016-10153,net/ceph/crypto.c
CVE-2016-10154,"fs/cifs/smbencrypt.c, CONFIG_VMAP_STACK"
CVE-2016-10155,hw/watchdog/wdt_i6300esb.c
CVE-2016-10156,/src/basic/fs-util.c
CVE-2016-10158,"exif_convert_any_to_int, ext/exif/exif.c"
CVE-2016-10159,"phar_parse_pharfile, ext/phar/phar.c"
CVE-2016-10160,"phar_parse_pharfile, ext/phar/phar.c"
CVE-2016-10161,"object_common1, ext/standard/var_unserializer.c"
CVE-2016-10162,"php_wddx_pop_element, ext/wddx/wddx.c, wddxPacket, wddx_deserialize"
CVE-2016-10165,"Type_MLU_Read, cmstypes.c"
CVE-2016-10166,"_gdContributionsAlloc, gd_interpolation.c"
CVE-2016-10167,"gdImageCreateFromGd2Ctx, gd_gd2.c"
CVE-2016-10168,gd_io.c
CVE-2016-10169,"read_code, read_words.c"
CVE-2016-10170,"WriteCaffHeader, cli/caff.c"
CVE-2016-10171,"unreorder_channels, cli/wvunpack.c"
CVE-2016-10172,"read_new_config_info, open_utils.c"
CVE-2016-10190,libavformat/http.c
CVE-2016-10191,libavformat/rtmppkt.c
CVE-2016-10192,ffserver.c
CVE-2016-10200,"net/l2tp/l2tp_ip.c, net/l2tp/l2tp_ip6.c, SOCK_ZAPPED"
CVE-2016-10208,"ext4_fill_super, fs/ext4/super.c"
CVE-2016-10210,"yy_get_next_buffer, libyara/lexer.l"
CVE-2016-10211,"yr_parser_lookup_loop_variable, libyara/grammar.y"
CVE-2016-10229,udp.c
CVE-2016-10248,"jpc_tsfb_synthesize, jpc_tsfb.c"
CVE-2016-10249,"jpc_dec_tiledecode, jpc_dec.c"
CVE-2016-10250,"jp2_colr_destroy, jp2_cod.c"
CVE-2016-10251,"jpc_pi_nextcprl, jpc_t2cod.c"
CVE-2016-10252,"IsOptionMember, MagickCore/option.c"
CVE-2016-10266,libtiff/tif_read.c:351:22
CVE-2016-10267,libtiff/tif_ojpeg.c:816:8
CVE-2016-10268,"tools/tiffcp.c, libtiff/tif_unix.c:115:23"
CVE-2016-10269,libtiff/tif_unix.c:340:2
CVE-2016-10270,libtiff/tif_read.c:523:22
CVE-2016-10271,"tools/tiffcrop.c, libtiff/tif_fax3.c:413:13"
CVE-2016-10272,libtiff/tif_next.c:64:9
CVE-2016-10318,"fscrypt_process_policy, fs/crypto/policy.c"
CVE-2016-10397,"parse_url, php_url_parse_ex, ext/standard/url.c"
CVE-2016-10504,"opj_mqc_byteout, mqc.c"
CVE-2016-10506,"opj_pi_next_cprl, opj_pi_next_pcrl, opj_pi_next_rpcl, pi.c"
CVE-2016-10712,stream_get_meta_data
CVE-2016-10741,fs/xfs/xfs_aops.c
CVE-2016-10746,"libvirt-domain.c, virDomainGetTime"
CVE-2016-10764,"cqspi_setup_flash, drivers/mtd/spi-nor/cadence-quadspi.c, CQSPI_MAX_CHIPSELECT, ->f_pdata"
CVE-2016-10906,"arc_emac_tx, arc_emac_tx_clean, drivers/net/ethernet/arc/emac_main.c"
CVE-2016-1237,"nfs2acl.c, nfs3acl.c, nfs4acl.c"
CVE-2016-1245,BUFSIZ
CVE-2016-1248,"filetype', 'syntax'"
CVE-2016-1541,"zip_read_mac_metadata, archive_read_support_format_zip.c"
CVE-2016-1568,hw/ide/ahci.c
CVE-2016-1583,"ecryptfs_privileged_open, fs/ecryptfs/kthread.c"
CVE-2016-1709,"ByteArray::Get, data/byte_array.cc"
CVE-2016-1904,"php_escape_shell_cmd, php_escape_shell_arg, ext/standard/exec.c"
CVE-2016-1927,"suggestPassword, js/functions.js"
CVE-2016-20014,"pam_tacplus.c, pam_sm_acct_mgmt"
CVE-2016-2038,
CVE-2016-2039,libraries/session.inc.php
CVE-2016-2040,
CVE-2016-2041,libraries/common.inc.php
CVE-2016-2042,"libraries/phpseclib/Crypt/AES.php, libraries/phpseclib/Crypt/Rijndael.php"
CVE-2016-2043,"goToFinish1NF, js/normalization.js"
CVE-2016-2044,libraries/sql-parser/autoload.php
CVE-2016-2045,
CVE-2016-2053,"asn1_ber_decoder, lib/asn1_decoder.c, public_key_verify_signature, crypto/asymmetric_keys/public_key.c"
CVE-2016-2069,arch/x86/mm/tlb.c
CVE-2016-2070,"tcp_cwnd_reduction, net/ipv4/tcp_input.c"
CVE-2016-2085,"evm_verify_hmac, security/integrity/evm/evm_main.c"
CVE-2016-2117,"atl2_probe, drivers/net/ethernet/atheros/atlx/atl2.c"
CVE-2016-2151,"user/index.php, moodle/course:viewhiddenuserfields"
CVE-2016-2152,auth/db/auth.php
CVE-2016-2153,"advanced-search, mod_data"
CVE-2016-2154,"admin/tool/monitor/lib.php, moodle/course:viewhiddencourses"
CVE-2016-2155,moodle/grade:manage
CVE-2016-2156,"calendar/externallib.php, calendar-event"
CVE-2016-2157,mod/assign/adminmanageplugins.php
CVE-2016-2158,lib/ajax/getnavbranch.php
CVE-2016-2159,"save_submission, mod/assign/externallib.php"
CVE-2016-2184,"create_fixed_stream_quirk, sound/usb/quirks.c"
CVE-2016-2185,"ati_remote2_probe, drivers/input/misc/ati_remote2.c"
CVE-2016-2186,"powermate_probe, drivers/input/misc/powermate.c"
CVE-2016-2187,"gtco_probe, drivers/input/tablet/gtco.c"
CVE-2016-2188,"iowarrior_probe, drivers/usb/misc/iowarrior.c"
CVE-2016-2190,
CVE-2016-2213,"jpeg2000_decode_tile, libavcodec/jpeg2000dec.c"
CVE-2016-2315,revision.c
CVE-2016-2324,
CVE-2016-2326,"asf_write_packet, libavformat/asfenc.c"
CVE-2016-2327,"apng_encode_frame, encode_apng, libavcodec/pngenc.c"
CVE-2016-2328,"bayer_to_rgb24_wrapper, bayer_to_yv12_wrapper, libswscale/swscale_unscaled.c"
CVE-2016-2329,"tiff_decode_tag, decode_frame, libavcodec/tiff.c"
CVE-2016-2330,"gif_image_write_image, gif_encode_init, gif_encode_close, libavcodec/gif.c"
CVE-2016-2347,"decode_level3_header, lib/lha_file_header.c"
CVE-2016-2383,"adjust_branches, kernel/bpf/verifier.c"
CVE-2016-2384,"snd_usbmidi_create, sound/usb/midi.c"
CVE-2016-2385,encode_msg.c
CVE-2016-2391,"ohci_bus_start, hw/usb/hcd-ohci.c"
CVE-2016-2392,"is_rndis, hw/usb/dev-network.c"
CVE-2016-2521,ui/qt/wireshark_application.cpp
CVE-2016-2522,"dissect_ber_constrained_bitstring, epan/dissectors/packet-ber.c"
CVE-2016-2523,"dnp3_al_process_object, epan/dissectors/packet-dnp.c"
CVE-2016-2524,epan/dissectors/packet-x509af.c
CVE-2016-2526,epan/dissectors/packet-hiqnet.c
CVE-2016-2527,wiretap/nettrace_3gpp_32_423.c
CVE-2016-2528,"dissect_nhdr_extopt, epan/dissectors/packet-lbmc.c"
CVE-2016-2529,"iseries_check_file_type, wiretap/iseries.c"
CVE-2016-2530,"dissct_rsl_ipaccess_msg, epan/dissectors/packet-rsl.c"
CVE-2016-2531,epan/dissectors/packet-rsl.c
CVE-2016-2532,"dissect_llrp_parameters, epan/dissectors/packet-llrp.c"
CVE-2016-2538,"rndis_query_response, rndis_set_response, usb_net_handle_dataout, hw/usb/dev-network.c"
CVE-2016-2543,"snd_seq_ioctl_remove_events, sound/core/seq/seq_clientmgr.c"
CVE-2016-2544,"queue_delete, sound/core/seq/seq_queue.c"
CVE-2016-2545,"snd_timer_interrupt, sound/core/timer.c"
CVE-2016-2546,sound/core/timer.c
CVE-2016-2547,sound/core/timer.c
CVE-2016-2548,"sound/core/timer.c, snd_timer_close, _snd_timer_stop"
CVE-2016-2549,sound/core/hrtimer.c
CVE-2016-2550,
CVE-2016-2559,libraries/sql-parser/src/Utils/Error.php
CVE-2016-2560,"libraries/Config.class.php, file_echo.php, js/functions.js, libraries/server_privileges.lib.php, libraries/controllers/TableSearchController.class.php"
CVE-2016-2561,"normalization.php, js/normalization.js, templates/database/structure/sortable_header.phtml, db_central_columns.php"
CVE-2016-2562,"checkHTTP, libraries/Config.class.php"
CVE-2016-2782,"treo_attach, drivers/usb/serial/visor.c"
CVE-2016-2841,"ne2000_receive, hw/net/ne2000.c, PSTART, PSTOP"
CVE-2016-2847,fs/pipe.c
CVE-2016-2857,"net_checksum_calculate, net/checksum.c"
CVE-2016-2858,PRNG
CVE-2016-3062,"mov_read_dref, libavformat/mov.c"
CVE-2016-3070,"trace_writeback_dirty_page, include/trace/events/writeback.h, mm/migrate.c"
CVE-2016-3074,
CVE-2016-3078,"getFromIndex, getFromName, php_zip.c"
CVE-2016-3119,"process_db_args, plugins/kdb/ldap/libkdb_ldap/ldap_principal2.c"
CVE-2016-3120,"validate_as_request, kdc_util.c, restrict_anonymous_to_tgt"
CVE-2016-3132,"SplDoublyLinkedList::offsetSet, ext/spl/spl_dllist.c"
CVE-2016-3134,IPT_SO_SET_REPLACE
CVE-2016-3135,"xt_alloc_table_info, net/netfilter/x_tables.c, IPT_SO_SET_REPLACE"
CVE-2016-3136,"mct_u232_msr_to_state, drivers/usb/serial/mct_u232.c"
CVE-2016-3137,"drivers/usb/serial/cypress_m8.c, cypress_generic_port_probe, cypress_open"
CVE-2016-3138,"acm_probe, drivers/usb/class/cdc-acm.c"
CVE-2016-3140,"digi_port_init, drivers/usb/serial/digi_acceleport.c"
